Tipo,DIRECCION,Mes,Clientes,Soportes,Reincidencias,RR,Reincidencias sobre soportes,RR sobre soportes,IDS,IDR,YEAR
PLAZA,PIEDRAS NEGRAS / MONCLOVA,ENERO,0,0,0,0,0,0,0,0,2022
PLAZA,PIEDRAS NEGRAS / MONCLOVA,FEBRERO,0,0,0,0,0,0,0,0,2022
PLAZA,PIEDRAS NEGRAS / MONCLOVA,MARZO,3,0,0,0,0,0,0,0,2022
PLAZA,PIEDRAS NEGRAS / MONCLOVA,ABRIL,559,10,3,2,30,20,1.79,0.54,2022
PLAZA,PIEDRAS NEGRAS / MONCLOVA,MAYO,3648,130,18,14,13.85,10.77,3.56,0.49,2022
PLAZA,PIEDRAS NEGRAS / MONCLOVA,JUNIO,20281,312,49,30,15.71,9.62,1.54,0.24,2022
PLAZA,PIEDRAS NEGRAS / MONCLOVA,JULIO,20281,409,69,109,16.87,26.65,2.02,0.34,2022
PLAZA,PIEDRAS NEGRAS / MONCLOVA,AGOSTO,20281,612,129,109,21.08,17.81,3.02,0.64,2022
PLAZA,PIEDRAS NEGRAS / MONCLOVA,SEPTIEMBRE,20281,367,60,51,16.35,13.9,1.81,0.3,2022
PLAZA,PIEDRAS NEGRAS / MONCLOVA,OCTUBRE,20281,322,68,49,21.12,15.22,1.59,0.34,2022
PLAZA,PIEDRAS NEGRAS / MONCLOVA,NOVIEMBRE,20281,394,113,60,28.68,15.23,1.94,0.56,2022
PLAZA,PIEDRAS NEGRAS / MONCLOVA,DICIEMBRE,20281,459,115,65,25.05,14.16,2.26,0.57,2022
PLAZA,PIEDRAS NEGRAS / MONCLOVA,ENERO,20975,659,140,66,21.24,10.02,3.14,0.67,2023
PLAZA,PIEDRAS NEGRAS / MONCLOVA,FEBRERO,22004,567,117,78,20.63,13.76,2.58,0.53,2023
PLAZA,PIEDRAS NEGRAS / MONCLOVA,MARZO,23487,933,288,142,30.87,15.22,3.97,1.23,2023
PLAZA,PIEDRAS NEGRAS / MONCLOVA,ABRIL,24592,766,229,99,29.9,12.92,3.11,0.93,2023
PLAZA,PIEDRAS NEGRAS / MONCLOVA,MAYO,25760,1039,294,158,28.3,15.21,4.03,1.14,2023
PLAZA,PIEDRAS NEGRAS / MONCLOVA,JUNIO,26834,1020,274,170,26.86,16.67,3.8,1.02,2023
PLAZA,POZA RICA,ENERO,11853,311,82,28,26.37,9,2.62,0.69,2022
PLAZA,POZA RICA,FEBRERO,12104,253,65,13,25.69,5.14,2.09,0.54,2022
PLAZA,POZA RICA,MARZO,12318,283,65,24,22.97,8.48,2.3,0.53,2022
PLAZA,POZA RICA,ABRIL,12503,255,48,13,18.82,5.1,2.04,0.38,2022
PLAZA,POZA RICA,MAYO,12697,293,39,14,13.31,4.78,2.31,0.31,2022
PLAZA,POZA RICA,JUNIO,17164,239,46,17,19.25,7.11,1.39,0.27,2022
PLAZA,POZA RICA,JULIO,17164,274,51,14,18.61,5.11,1.6,0.3,2022
PLAZA,POZA RICA,AGOSTO,17164,307,72,23,23.45,7.49,1.79,0.42,2022
PLAZA,POZA RICA,SEPTIEMBRE,17164,335,90,25,26.87,7.46,1.95,0.52,2022
PLAZA,POZA RICA,OCTUBRE,17164,454,122,30,26.87,6.61,2.65,0.71,2022
PLAZA,POZA RICA,NOVIEMBRE,17164,373,84,24,22.52,6.43,2.17,0.49,2022
PLAZA,POZA RICA,DICIEMBRE,17164,316,64,23,20.25,7.28,1.84,0.37,2022
PLAZA,POZA RICA,ENERO,17363,554,104,31,18.77,5.6,3.19,0.6,2023
PLAZA,POZA RICA,FEBRERO,17625,443,105,35,23.7,7.9,2.51,0.6,2023
PLAZA,POZA RICA,MARZO,17902,413,107,38,25.91,9.2,2.31,0.6,2023
PLAZA,POZA RICA,ABRIL,18168,439,73,15,16.63,3.42,2.42,0.4,2023
PLAZA,POZA RICA,MAYO,18364,702,141,43,20.09,6.13,3.82,0.77,2023
PLAZA,POZA RICA,JUNIO,18553,495,133,47,26.87,9.49,2.67,0.72,2023
PLAZA,PUEBLA,ENERO,148537,2713,580,152,21.38,5.6,1.83,0.39,2022
PLAZA,PUEBLA,FEBRERO,151559,2634,559,123,21.22,4.67,1.74,0.37,2022
PLAZA,PUEBLA,MARZO,154057,3015,656,167,21.76,5.54,1.96,0.43,2022
PLAZA,PUEBLA,ABRIL,155930,2988,592,151,19.81,5.05,1.92,0.38,2022
PLAZA,PUEBLA,MAYO,158184,3248,633,173,19.49,5.33,2.05,0.4,2022
PLAZA,PUEBLA,JUNIO,170686,3079,478,147,15.52,4.77,1.8,0.28,2022
PLAZA,PUEBLA,JULIO,170686,3477,639,173,18.38,4.98,2.04,0.37,2022
PLAZA,PUEBLA,AGOSTO,170686,3928,797,224,20.29,5.7,2.3,0.47,2022
PLAZA,PUEBLA,SEPTIEMBRE,170686,3521,668,217,18.97,6.16,2.06,0.39,2022
PLAZA,PUEBLA,OCTUBRE,170686,3670,684,172,18.64,4.69,2.15,0.4,2022
PLAZA,PUEBLA,NOVIEMBRE,170686,3405,622,164,18.27,4.82,1.99,0.36,2022
PLAZA,PUEBLA,DICIEMBRE,170686,3310,692,181,20.91,5.47,1.94,0.41,2022
PLAZA,PUEBLA,ENERO,171664,4251,702,237,16.51,5.58,2.48,0.41,2023
PLAZA,PUEBLA,FEBRERO,172882,3528,672,189,19.05,5.36,2.04,0.39,2023
PLAZA,PUEBLA,MARZO,174538,3785,762,260,20.13,6.87,2.17,0.44,2023
PLAZA,PUEBLA,ABRIL,175505,3705,770,206,20.78,5.56,2.11,0.44,2023
PLAZA,PUEBLA,MAYO,176190,4050,878,244,21.68,6.02,2.3,0.5,2023
PLAZA,PUEBLA,JUNIO,177137,3930,799,221,20.33,5.62,2.22,0.45,2023
PLAZA,PUERTO VALLARTA,ENERO,22622,992,343,171,34.58,17.24,4.39,1.52,2022
PLAZA,PUERTO VALLARTA,FEBRERO,23211,897,278,123,30.99,13.71,3.86,1.2,2022
