PLAZA,Fecha,Instalaciones,Activaciones_automaticas,Ativaciones_manuales,%Act_Manuales
ACAPULCO,2023-01-02,23,21,2,0.08696
ACAPULCO,2023-01-03,28,18,10,0.35714
ACAPULCO,2023-01-04,36,34,2,0.05556
ACAPULCO,2023-01-05,29,24,5,0.17241
ACAPULCO,2023-01-06,45,24,21,0.46667
ACAPULCO,2023-01-07,30,22,8,0.26667
ACAPULCO,2023-01-08,41,37,4,0.09756
ACAPULCO,2023-01-09,33,31,2,0.06061
ACAPULCO,2023-01-10,29,20,9,0.31034
ACAPULCO,2023-01-11,31,24,7,0.22581
ACAPULCO,2023-01-12,38,36,2,0.05263
ACAPULCO,2023-01-13,49,25,24,0.4898
ACAPULCO,2023-01-14,35,25,10,0.28571
ACAPULCO,2023-01-15,27,24,3,0.11111
ACAPULCO,2023-01-16,49,45,4,0.08163
ACAPULCO,2023-01-17,67,40,27,0.40299
ACAPULCO,2023-01-18,87,45,42,0.48276
ACAPULCO,2023-01-19,57,49,8,0.14035
ACAPULCO,2023-01-20,83,62,21,0.25301
ACAPULCO,2023-01-21,62,32,30,0.48387
ACAPULCO,2023-01-22,52,22,30,0.57692
ACAPULCO,2023-01-23,84,63,21,0.25
ACAPULCO,2023-01-24,106,70,36,0.33962
ACAPULCO,2023-01-25,55,52,3,0.05455
ACAPULCO,2023-01-26,62,58,4,0.06452
ACAPULCO,2023-01-27,62,55,7,0.1129
ACAPULCO,2023-01-28,124,99,25,0.20161
ACAPULCO,2023-01-29,44,38,6,0.13636
ACAPULCO,2023-01-30,74,73,1,0.01351
ACAPULCO,2023-01-31,68,56,12,0.17647
ACAPULCO,2023-02-02,51,38,13,0.2549
ACAPULCO,2023-02-03,95,83,12,0.12632
ACAPULCO,2023-02-04,158,143,15,0.09494
ACAPULCO,2023-02-05,121,120,1,0.00826
ACAPULCO,2023-02-06,61,61,0,0
ACAPULCO,2023-02-07,57,56,1,0.01754
ACAPULCO,2023-02-08,91,90,1,0.01099
ACAPULCO,2023-02-09,68,58,10,0.14706
ACAPULCO,2023-02-10,45,35,10,0.22222
ACAPULCO,2023-02-11,94,84,10,0.10638
ACAPULCO,2023-02-12,38,34,4,0.10526
ACAPULCO,2023-02-13,64,55,9,0.14062
ACAPULCO,2023-02-14,33,26,7,0.21212
ACAPULCO,2023-02-15,79,41,38,0.48101
ACAPULCO,2023-02-16,43,38,5,0.11628
ACAPULCO,2023-02-17,41,25,16,0.39024
ACAPULCO,2023-02-18,112,46,66,0.58929
ACAPULCO,2023-02-19,78,75,3,0.03846
ACAPULCO,2023-02-20,150,150,0,0
ACAPULCO,2023-02-21,105,69,36,0.34286
ACAPULCO,2023-02-22,227,146,81,0.35683
ACAPULCO,2023-02-23,87,63,24,0.27586
ACAPULCO,2023-02-24,68,60,8,0.11765
ACAPULCO,2023-02-25,106,71,35,0.33019
ACAPULCO,2023-02-26,23,21,2,0.08696
ACAPULCO,2023-02-27,141,134,7,0.04965
ACAPULCO,2023-02-28,67,59,8,0.1194
ACAPULCO,2023-03-01,51,49,2,0.03922
ACAPULCO,2023-03-14,1,0,1,1
AGUASCALIENTES,2023-01-01,7,5,2,0.28571
AGUASCALIENTES,2023-01-02,54,47,7,0.12963
AGUASCALIENTES,2023-01-03,66,57,9,0.13636
AGUASCALIENTES,2023-01-04,65,55,10,0.15385
AGUASCALIENTES,2023-01-05,52,47,5,0.09615
AGUASCALIENTES,2023-01-06,53,46,7,0.13208
AGUASCALIENTES,2023-01-07,64,52,12,0.1875
AGUASCALIENTES,2023-01-08,32,24,8,0.25
AGUASCALIENTES,2023-01-09,47,25,22,0.46809
AGUASCALIENTES,2023-01-10,56,51,5,0.08929
AGUASCALIENTES,2023-01-11,76,54,22,0.28947
AGUASCALIENTES,2023-01-12,66,49,17,0.25758
AGUASCALIENTES,2023-01-13,52,49,3,0.05769
AGUASCALIENTES,2023-01-14,87,76,11,0.12644
AGUASCALIENTES,2023-01-15,26,25,1,0.03846
AGUASCALIENTES,2023-01-16,68,64,4,0.05882
AGUASCALIENTES,2023-01-17,56,48,8,0.14286
AGUASCALIENTES,2023-01-18,45,44,1,0.02222
AGUASCALIENTES,2023-01-19,80,72,8,0.1
AGUASCALIENTES,2023-01-20,69,68,1,0.01449
AGUASCALIENTES,2023-01-21,105,103,2,0.01905
AGUASCALIENTES,2023-01-22,47,43,4,0.08511
AGUASCALIENTES,2023-01-23,102,98,4,0.03922
AGUASCALIENTES,2023-01-24,157,151,6,0.03822
AGUASCALIENTES,2023-01-25,186,179,7,0.03763
AGUASCALIENTES,2023-01-26,143,130,13,0.09091
AGUASCALIENTES,2023-01-27,152,99,53,0.34868
AGUASCALIENTES,2023-01-28,173,162,11,0.06358
AGUASCALIENTES,2023-01-29,50,37,13,0.26
AGUASCALIENTES,2023-01-30,105,94,11,0.10476
AGUASCALIENTES,2023-01-31,169,155,14,0.08284
AGUASCALIENTES,2023-02-02,134,94,40,0.29851
AGUASCALIENTES,2023-02-03,171,160,11,0.06433
AGUASCALIENTES,2023-02-04,142,122,20,0.14085
AGUASCALIENTES,2023-02-05,113,109,4,0.0354
AGUASCALIENTES,2023-02-06,149,130,19,0.12752
AGUASCALIENTES,2023-02-07,219,197,22,0.10046
AGUASCALIENTES,2023-02-08,129,109,20,0.15504
AGUASCALIENTES,2023-02-09,136,109,27,0.19853
AGUASCALIENTES,2023-02-10,144,105,39,0.27083
AGUASCALIENTES,2023-02-11,159,140,19,0.1195
AGUASCALIENTES,2023-02-12,53,53,0,0
AGUASCALIENTES,2023-02-13,249,168,81,0.3253
AGUASCALIENTES,2023-02-14,165,147,18,0.10909
AGUASCALIENTES,2023-02-15,148,135,13,0.08784
AGUASCALIENTES,2023-02-16,251,165,86,0.34263
AGUASCALIENTES,2023-02-17,269,251,18,0.06691
AGUASCALIENTES,2023-02-18,267,246,21,0.07865
AGUASCALIENTES,2023-02-19,100,96,4,0.04
AGUASCALIENTES,2023-02-20,226,218,8,0.0354
AGUASCALIENTES,2023-02-21,166,138,28,0.16867
AGUASCALIENTES,2023-02-22,181,112,69,0.38122
AGUASCALIENTES,2023-02-23,108,77,31,0.28704
AGUASCALIENTES,2023-02-24,80,68,12,0.15
AGUASCALIENTES,2023-02-25,199,146,53,0.26633
AGUASCALIENTES,2023-02-26,100,95,5,0.05
AGUASCALIENTES,2023-02-27,202,193,9,0.04455
AGUASCALIENTES,2023-02-28,94,86,8,0.08511
AGUASCALIENTES,2023-03-01,81,59,22,0.2716
AGUASCALIENTES,2023-03-02,130,85,45,0.34615
AGUASCALIENTES,2023-03-03,89,52,37,0.41573
AGUASCALIENTES,2023-03-04,272,266,6,0.02206
AGUASCALIENTES,2023-03-05,33,28,5,0.15152
AGUASCALIENTES,2023-03-07,52,49,3,0.05769
AGUASCALIENTES,2023-03-08,70,53,17,0.24286
AGUASCALIENTES,2023-03-09,77,71,6,0.07792
AGUASCALIENTES,2023-03-10,45,35,10,0.22222
AGUASCALIENTES,2023-03-11,65,54,11,0.16923
AGUASCALIENTES,2023-03-12,13,12,1,0.07692
AGUASCALIENTES,2023-03-13,48,43,5,0.10417
AGUASCALIENTES,2023-03-14,82,58,24,0.29268
AGUASCALIENTES,2023-03-15,82,64,18,0.21951
AGUASCALIENTES,2023-03-16,70,58,12,0.17143
AGUASCALIENTES,2023-03-17,104,97,7,0.06731
AGUASCALIENTES,2023-03-18,106,102,4,0.03774
AGUASCALIENTES,2023-03-19,43,39,4,0.09302
AGUASCALIENTES,2023-03-20,51,49,2,0.03922
CANCUN,2023-01-01,14,14,0,0
CANCUN,2023-01-02,92,90,2,0.02174
CANCUN,2023-01-03,163,139,24,0.14724
CANCUN,2023-01-04,151,108,43,0.28477
CANCUN,2023-01-05,110,104,6,0.05455
CANCUN,2023-01-06,124,101,23,0.18548
CANCUN,2023-01-07,150,118,32,0.21333
CANCUN,2023-01-08,148,142,6,0.04054
CANCUN,2023-01-09,131,117,14,0.10687
CANCUN,2023-01-10,228,186,42,0.18421
CANCUN,2023-01-11,245,209,36,0.14694
CANCUN,2023-01-12,156,142,14,0.08974
CANCUN,2023-01-13,109,74,35,0.3211
CANCUN,2023-01-14,151,140,11,0.07285
CANCUN,2023-01-15,136,123,13,0.09559
CANCUN,2023-01-16,173,165,8,0.04624
CANCUN,2023-01-17,206,186,20,0.09709
CANCUN,2023-01-18,120,113,7,0.05833
CANCUN,2023-01-19,258,229,29,0.1124
CANCUN,2023-01-20,243,232,11,0.04527
CANCUN,2023-01-21,288,263,25,0.08681
CANCUN,2023-01-22,324,249,75,0.23148
CANCUN,2023-01-23,265,187,78,0.29434
CANCUN,2023-01-24,357,244,113,0.31653
CANCUN,2023-01-25,250,136,114,0.456
CANCUN,2023-01-26,330,264,66,0.2
CANCUN,2023-01-27,143,81,62,0.43357
CANCUN,2023-01-28,141,120,21,0.14894
CANCUN,2023-01-29,231,142,89,0.38528
CANCUN,2023-01-30,258,241,17,0.06589
CANCUN,2023-01-31,228,187,41,0.17982
CANCUN,2023-02-02,264,237,27,0.10227
CANCUN,2023-02-03,382,289,93,0.24346
CANCUN,2023-02-04,371,327,44,0.1186
CANCUN,2023-02-05,265,248,17,0.06415
CANCUN,2023-02-06,230,192,38,0.16522
CANCUN,2023-02-07,272,187,85,0.3125
CANCUN,2023-02-08,211,185,26,0.12322
CANCUN,2023-02-09,127,78,49,0.38583
CANCUN,2023-02-10,204,136,68,0.33333
CANCUN,2023-02-11,207,167,40,0.19324
CANCUN,2023-02-12,217,182,35,0.16129
CANCUN,2023-02-13,194,134,60,0.30928
CANCUN,2023-02-14,218,174,44,0.20183
CANCUN,2023-02-15,223,168,55,0.24664
CANCUN,2023-02-16,280,243,37,0.13214
CANCUN,2023-02-17,189,179,10,0.05291
CANCUN,2023-02-18,601,545,56,0.09318
CANCUN,2023-02-19,494,309,185,0.37449
CANCUN,2023-02-20,569,452,117,0.20562
CANCUN,2023-02-21,385,266,119,0.30909
CANCUN,2023-02-22,308,247,61,0.19805
CANCUN,2023-02-23,279,203,76,0.2724
CANCUN,2023-02-24,140,125,15,0.10714
CANCUN,2023-02-25,152,114,38,0.25
CANCUN,2023-02-26,157,130,27,0.17197
CANCUN,2023-02-27,374,352,22,0.05882
CANCUN,2023-02-28,266,260,6,0.02256
CANCUN,2023-03-01,136,114,22,0.16176
CANCUN,2023-03-02,273,219,54,0.1978
CANCUN,2023-03-03,202,182,20,0.09901
CANCUN,2023-03-04,277,202,75,0.27076
CANCUN,2023-03-05,191,157,34,0.17801
CANCUN,2023-03-07,283,274,9,0.0318
CANCUN,2023-03-08,204,132,72,0.35294
CANCUN,2023-03-09,161,112,49,0.30435
CANCUN,2023-03-10,101,83,18,0.17822
CANCUN,2023-03-11,132,94,38,0.28788
CANCUN,2023-03-12,110,73,37,0.33636
CANCUN,2023-03-13,163,96,67,0.41104
CANCUN,2023-03-14,125,92,33,0.264
CANCUN,2023-03-15,124,103,21,0.16935
CANCUN,2023-03-16,87,82,5,0.05747
CANCUN,2023-03-17,152,141,11,0.07237
CANCUN,2023-03-18,142,138,4,0.02817
CANCUN,2023-03-19,71,70,1,0.01408
CANCUN,2023-03-20,115,93,22,0.1913
CELAYA,2023-01-01,9,9,0,0
CELAYA,2023-01-02,33,28,5,0.15152
CELAYA,2023-01-03,36,31,5,0.13889
CELAYA,2023-01-04,10,10,0,0
CELAYA,2023-01-05,22,18,4,0.18182
CELAYA,2023-01-06,13,13,0,0
CELAYA,2023-01-07,29,28,1,0.03448
CELAYA,2023-01-08,23,16,7,0.30435
CELAYA,2023-01-09,25,23,2,0.08
CELAYA,2023-01-10,13,13,0,0
CELAYA,2023-01-11,36,27,9,0.25
CELAYA,2023-01-12,57,57,0,0
CELAYA,2023-01-13,39,39,0,0
CELAYA,2023-01-14,20,20,0,0
CELAYA,2023-01-15,27,27,0,0
CELAYA,2023-01-16,37,37,0,0
CELAYA,2023-01-17,26,26,0,0
CELAYA,2023-01-18,26,26,0,0
CELAYA,2023-01-19,39,39,0,0
CELAYA,2023-01-20,25,24,1,0.04
CELAYA,2023-01-21,34,34,0,0
CELAYA,2023-01-22,19,19,0,0
CELAYA,2023-01-23,21,21,0,0
CELAYA,2023-01-24,19,19,0,0
CELAYA,2023-01-25,34,34,0,0
CELAYA,2023-01-26,32,32,0,0
CELAYA,2023-01-27,25,25,0,0
CELAYA,2023-01-28,40,40,0,0
CELAYA,2023-01-29,20,20,0,0
CELAYA,2023-01-30,22,22,0,0
CELAYA,2023-01-31,33,33,0,0
CELAYA,2023-02-02,29,27,2,0.06897
CELAYA,2023-02-03,41,41,0,0
CELAYA,2023-02-04,29,29,0,0
CELAYA,2023-02-05,25,25,0,0
CELAYA,2023-02-06,17,17,0,0
CELAYA,2023-02-07,22,22,0,0
CELAYA,2023-02-08,26,26,0,0
CELAYA,2023-02-09,28,28,0,0
CELAYA,2023-02-10,8,8,0,0
CELAYA,2023-02-11,41,41,0,0
CELAYA,2023-02-12,9,9,0,0
CELAYA,2023-02-13,21,21,0,0
CELAYA,2023-02-14,38,38,0,0
CELAYA,2023-02-15,55,55,0,0
CELAYA,2023-02-16,79,79,0,0
CELAYA,2023-02-17,100,100,0,0
CELAYA,2023-02-18,113,112,1,0.00885
CELAYA,2023-02-19,53,52,1,0.01887
CELAYA,2023-02-20,68,68,0,0
CELAYA,2023-02-21,49,49,0,0
CELAYA,2023-02-22,33,33,0,0
CELAYA,2023-02-23,44,44,0,0
CELAYA,2023-02-24,67,67,0,0
CELAYA,2023-02-25,33,33,0,0
CELAYA,2023-02-26,32,16,16,0.5
CELAYA,2023-02-27,31,31,0,0
CELAYA,2023-02-28,64,64,0,0
CELAYA,2023-03-01,45,45,0,0
CELAYA,2023-03-02,36,36,0,0
CELAYA,2023-03-03,33,33,0,0
CELAYA,2023-03-04,75,75,0,0
CELAYA,2023-03-05,44,44,0,0
CELAYA,2023-03-07,18,18,0,0
CHIHUAHUA,2023-01-01,14,9,5,0.35714
CHIHUAHUA,2023-01-02,58,44,14,0.24138
CHIHUAHUA,2023-01-03,78,53,25,0.32051
CHIHUAHUA,2023-01-04,122,83,39,0.31967
CHIHUAHUA,2023-01-05,103,61,42,0.40777
CHIHUAHUA,2023-01-06,105,61,44,0.41905
CHIHUAHUA,2023-01-07,114,75,39,0.34211
CHIHUAHUA,2023-01-08,45,20,25,0.55556
CHIHUAHUA,2023-01-09,101,71,30,0.29703
CHIHUAHUA,2023-01-10,123,61,62,0.50407
CHIHUAHUA,2023-01-11,76,49,27,0.35526
CHIHUAHUA,2023-01-12,76,36,40,0.52632
CHIHUAHUA,2023-01-13,97,62,35,0.36082
CHIHUAHUA,2023-01-14,122,68,54,0.44262
CHIHUAHUA,2023-01-15,71,44,27,0.38028
CHIHUAHUA,2023-01-16,106,72,34,0.32075
CHIHUAHUA,2023-01-17,86,68,18,0.2093
CHIHUAHUA,2023-01-18,86,59,27,0.31395
CHIHUAHUA,2023-01-19,111,52,59,0.53153
CHIHUAHUA,2023-01-20,104,70,34,0.32692
CHIHUAHUA,2023-01-21,130,93,37,0.28462
CHIHUAHUA,2023-01-22,61,27,34,0.55738
CHIHUAHUA,2023-01-23,84,55,29,0.34524
CHIHUAHUA,2023-01-24,117,65,52,0.44444
CHIHUAHUA,2023-01-25,79,58,21,0.26582
CHIHUAHUA,2023-01-26,70,35,35,0.5
CHIHUAHUA,2023-01-27,89,56,33,0.37079
CHIHUAHUA,2023-01-28,99,44,55,0.55556
CHIHUAHUA,2023-01-29,42,17,25,0.59524
CHIHUAHUA,2023-01-30,75,43,32,0.42667
CHIHUAHUA,2023-01-31,109,63,46,0.42202
CHIHUAHUA,2023-02-02,77,52,25,0.32468
CHIHUAHUA,2023-02-03,95,71,24,0.25263
CHIHUAHUA,2023-02-04,122,71,51,0.41803
CHIHUAHUA,2023-02-05,48,35,13,0.27083
CHIHUAHUA,2023-02-06,87,55,32,0.36782
CHIHUAHUA,2023-02-07,120,61,59,0.49167
CHIHUAHUA,2023-02-08,99,52,47,0.47475
CHIHUAHUA,2023-02-09,86,53,33,0.38372
CHIHUAHUA,2023-02-10,114,47,67,0.58772
CHIHUAHUA,2023-02-11,83,38,45,0.54217
CHIHUAHUA,2023-02-12,60,36,24,0.4
CHIHUAHUA,2023-02-13,66,31,35,0.5303
CHIHUAHUA,2023-02-14,84,63,21,0.25
CHIHUAHUA,2023-02-15,78,46,32,0.41026
CHIHUAHUA,2023-02-16,90,53,37,0.41111
CHIHUAHUA,2023-02-17,110,65,45,0.40909
CHIHUAHUA,2023-02-18,120,72,48,0.4
CHIHUAHUA,2023-02-19,43,20,23,0.53488
CHIHUAHUA,2023-02-20,91,47,44,0.48352
CHIHUAHUA,2023-02-21,83,54,29,0.3494
CHIHUAHUA,2023-02-22,77,58,19,0.24675
CHIHUAHUA,2023-02-23,101,55,46,0.45545
CHIHUAHUA,2023-02-24,108,67,41,0.37963
CHIHUAHUA,2023-02-25,115,78,37,0.32174
CHIHUAHUA,2023-02-26,27,10,17,0.62963
CHIHUAHUA,2023-02-27,77,51,26,0.33766
CHIHUAHUA,2023-02-28,113,69,44,0.38938
CHIHUAHUA,2023-03-01,108,51,57,0.52778
CHIHUAHUA,2023-03-02,66,46,20,0.30303
CHIHUAHUA,2023-03-03,97,43,54,0.5567
CHIHUAHUA,2023-03-04,132,42,90,0.68182
CHIHUAHUA,2023-03-05,74,55,19,0.25676
CHIHUAHUA,2023-03-07,84,38,46,0.54762
CHIHUAHUA,2023-03-08,98,35,63,0.64286
CHIHUAHUA,2023-03-09,84,46,38,0.45238
CHIHUAHUA,2023-03-10,76,31,45,0.59211
CHIHUAHUA,2023-03-11,112,51,61,0.54464
CHIHUAHUA,2023-03-12,50,20,30,0.6
CHIHUAHUA,2023-03-13,63,23,40,0.63492
CHIHUAHUA,2023-03-14,84,40,44,0.52381
CHIHUAHUA,2023-03-15,65,58,7,0.10769
CHIHUAHUA,2023-03-16,97,72,25,0.25773
CHIHUAHUA,2023-03-17,59,48,11,0.18644
CHIHUAHUA,2023-03-18,87,74,13,0.14943
CHIHUAHUA,2023-03-19,66,63,3,0.04545
CHIHUAHUA,2023-03-20,76,56,20,0.26316
CIUDAD DE MEXICO,2023-01-01,288,276,12,0.04167
CIUDAD DE MEXICO,2023-01-02,2151,1690,461,0.21432
CIUDAD DE MEXICO,2023-01-03,2320,1987,333,0.14353
CIUDAD DE MEXICO,2023-01-04,2498,2041,457,0.18295
CIUDAD DE MEXICO,2023-01-05,2682,2350,332,0.12379
CIUDAD DE MEXICO,2023-01-06,1984,1636,348,0.1754
CIUDAD DE MEXICO,2023-01-07,3564,2968,596,0.16723
CIUDAD DE MEXICO,2023-01-08,2165,1907,258,0.11917
CIUDAD DE MEXICO,2023-01-09,3673,3247,426,0.11598
CIUDAD DE MEXICO,2023-01-10,2675,2261,414,0.15477
CIUDAD DE MEXICO,2023-01-11,3163,2811,352,0.11129
CIUDAD DE MEXICO,2023-01-12,3283,2655,628,0.19129
CIUDAD DE MEXICO,2023-01-13,2909,2468,441,0.1516
CIUDAD DE MEXICO,2023-01-14,2913,2701,212,0.07278
CIUDAD DE MEXICO,2023-01-15,2460,2169,291,0.11829
CIUDAD DE MEXICO,2023-01-16,3503,2971,532,0.15187
CIUDAD DE MEXICO,2023-01-17,3478,2998,480,0.13801
CIUDAD DE MEXICO,2023-01-18,4798,3855,943,0.19654
CIUDAD DE MEXICO,2023-01-19,5821,4125,1696,0.29136
CIUDAD DE MEXICO,2023-01-20,5523,4516,1007,0.18233
CIUDAD DE MEXICO,2023-01-21,5611,5203,408,0.07271
CIUDAD DE MEXICO,2023-01-22,4313,3941,372,0.08625
CIUDAD DE MEXICO,2023-01-23,5134,4024,1110,0.21621
CIUDAD DE MEXICO,2023-01-24,5275,4668,607,0.11507
CIUDAD DE MEXICO,2023-01-25,4540,4068,472,0.10396
CIUDAD DE MEXICO,2023-01-26,5047,4596,451,0.08936
CIUDAD DE MEXICO,2023-01-27,4120,3760,360,0.08738
CIUDAD DE MEXICO,2023-01-28,6706,5997,709,0.10573
CIUDAD DE MEXICO,2023-01-29,5558,4229,1329,0.23911
CIUDAD DE MEXICO,2023-01-30,5847,4960,887,0.1517
CIUDAD DE MEXICO,2023-01-31,6652,6086,566,0.08509
CIUDAD DE MEXICO,2023-02-02,5200,4603,597,0.11481
CIUDAD DE MEXICO,2023-02-03,5497,4937,560,0.10187
CIUDAD DE MEXICO,2023-02-04,6711,5956,755,0.1125
CIUDAD DE MEXICO,2023-02-05,3877,3599,278,0.0717
CIUDAD DE MEXICO,2023-02-06,4562,4036,526,0.1153
CIUDAD DE MEXICO,2023-02-07,5483,4806,677,0.12347
CIUDAD DE MEXICO,2023-02-08,5088,4345,743,0.14603
CIUDAD DE MEXICO,2023-02-09,5540,4957,583,0.10523
CIUDAD DE MEXICO,2023-02-10,5717,5204,513,0.08973
CIUDAD DE MEXICO,2023-02-11,6042,5403,639,0.10576
CIUDAD DE MEXICO,2023-02-12,3940,3618,322,0.08173
CIUDAD DE MEXICO,2023-02-13,5460,5016,444,0.08132
CIUDAD DE MEXICO,2023-02-14,4892,4397,495,0.10119
CIUDAD DE MEXICO,2023-02-15,5374,4608,766,0.14254
CIUDAD DE MEXICO,2023-02-16,5689,4870,819,0.14396
CIUDAD DE MEXICO,2023-02-17,5377,4984,393,0.07309
CIUDAD DE MEXICO,2023-02-18,6555,5923,632,0.09641
CIUDAD DE MEXICO,2023-02-19,5048,4620,428,0.08479
CIUDAD DE MEXICO,2023-02-20,5751,5187,564,0.09807
CIUDAD DE MEXICO,2023-02-21,4044,3743,301,0.07443
CIUDAD DE MEXICO,2023-02-22,4144,3747,397,0.0958
CIUDAD DE MEXICO,2023-02-23,3871,3411,460,0.11883
CIUDAD DE MEXICO,2023-02-24,3855,3380,475,0.12322
CIUDAD DE MEXICO,2023-02-25,4506,3930,576,0.12783
CIUDAD DE MEXICO,2023-02-26,3286,2903,383,0.11656
CIUDAD DE MEXICO,2023-02-27,3607,3209,398,0.11034
CIUDAD DE MEXICO,2023-02-28,3606,3146,460,0.12757
CIUDAD DE MEXICO,2023-03-01,3405,3091,314,0.09222
CIUDAD DE MEXICO,2023-03-02,3401,2816,585,0.17201
CIUDAD DE MEXICO,2023-03-03,3434,2957,477,0.13891
CIUDAD DE MEXICO,2023-03-04,3803,3284,519,0.13647
CIUDAD DE MEXICO,2023-03-05,3002,2643,359,0.11959
CIUDAD DE MEXICO,2023-03-07,3267,2669,598,0.18304
CIUDAD DE MEXICO,2023-03-08,3255,2741,514,0.15791
CIUDAD DE MEXICO,2023-03-09,2821,2348,473,0.16767
CIUDAD DE MEXICO,2023-03-10,1973,1623,350,0.17739
CIUDAD DE MEXICO,2023-03-11,2574,2299,275,0.10684
CIUDAD DE MEXICO,2023-03-12,2015,1864,151,0.07494
CIUDAD DE MEXICO,2023-03-13,2253,2079,174,0.07723
CIUDAD DE MEXICO,2023-03-14,2624,2359,265,0.10099
CIUDAD DE MEXICO,2023-03-15,2238,2035,203,0.09071
CIUDAD DE MEXICO,2023-03-16,3015,2844,171,0.05672
CIUDAD DE MEXICO,2023-03-17,2975,2794,181,0.06084
CIUDAD DE MEXICO,2023-03-18,3409,3292,117,0.03432
CIUDAD DE MEXICO,2023-03-19,2925,2741,184,0.06291
CIUDAD DE MEXICO,2023-03-20,2990,2842,148,0.0495
CIUDAD JUAREZ,2023-01-01,21,14,7,0.33333
CIUDAD JUAREZ,2023-01-02,105,63,42,0.4
CIUDAD JUAREZ,2023-01-03,143,70,73,0.51049
CIUDAD JUAREZ,2023-01-04,119,55,64,0.53782
CIUDAD JUAREZ,2023-01-05,158,66,92,0.58228
CIUDAD JUAREZ,2023-01-06,158,50,108,0.68354
CIUDAD JUAREZ,2023-01-07,200,78,122,0.61
CIUDAD JUAREZ,2023-01-08,183,61,122,0.66667
CIUDAD JUAREZ,2023-01-09,184,60,124,0.67391
CIUDAD JUAREZ,2023-01-10,184,96,88,0.47826
CIUDAD JUAREZ,2023-01-11,178,80,98,0.55056
CIUDAD JUAREZ,2023-01-12,212,71,141,0.66509
CIUDAD JUAREZ,2023-01-13,185,91,94,0.50811
CIUDAD JUAREZ,2023-01-14,289,105,184,0.63668
CIUDAD JUAREZ,2023-01-15,107,48,59,0.5514
CIUDAD JUAREZ,2023-01-16,151,56,95,0.62914
CIUDAD JUAREZ,2023-01-17,150,56,94,0.62667
CIUDAD JUAREZ,2023-01-18,143,56,87,0.60839
CIUDAD JUAREZ,2023-01-19,218,68,150,0.68807
CIUDAD JUAREZ,2023-01-20,168,49,119,0.70833
CIUDAD JUAREZ,2023-01-21,246,108,138,0.56098
CIUDAD JUAREZ,2023-01-22,184,101,83,0.45109
CIUDAD JUAREZ,2023-01-23,180,60,120,0.66667
CIUDAD JUAREZ,2023-01-24,238,83,155,0.65126
CIUDAD JUAREZ,2023-01-25,206,89,117,0.56796
CIUDAD JUAREZ,2023-01-26,183,52,131,0.71585
CIUDAD JUAREZ,2023-01-27,184,72,112,0.6087
CIUDAD JUAREZ,2023-01-28,228,111,117,0.51316
CIUDAD JUAREZ,2023-01-29,168,93,75,0.44643
CIUDAD JUAREZ,2023-01-30,156,71,85,0.54487
CIUDAD JUAREZ,2023-01-31,159,69,90,0.56604
CIUDAD JUAREZ,2023-02-01,1,0,1,1
CIUDAD JUAREZ,2023-02-02,193,87,106,0.54922
CIUDAD JUAREZ,2023-02-03,165,64,101,0.61212
CIUDAD JUAREZ,2023-02-04,226,92,134,0.59292
CIUDAD JUAREZ,2023-02-05,141,52,89,0.63121
CIUDAD JUAREZ,2023-02-06,188,89,99,0.5266
CIUDAD JUAREZ,2023-02-07,174,55,119,0.68391
CIUDAD JUAREZ,2023-02-08,193,97,96,0.49741
CIUDAD JUAREZ,2023-02-09,187,70,117,0.62567
CIUDAD JUAREZ,2023-02-10,200,85,115,0.575
CIUDAD JUAREZ,2023-02-11,182,72,110,0.6044
CIUDAD JUAREZ,2023-02-12,135,46,89,0.65926
CIUDAD JUAREZ,2023-02-13,137,64,73,0.53285
CIUDAD JUAREZ,2023-02-14,133,29,104,0.78195
CIUDAD JUAREZ,2023-02-15,144,66,78,0.54167
CIUDAD JUAREZ,2023-02-16,177,64,113,0.63842
CIUDAD JUAREZ,2023-02-17,161,54,107,0.6646
CIUDAD JUAREZ,2023-02-18,201,70,131,0.65174
CIUDAD JUAREZ,2023-02-19,58,23,35,0.60345
CIUDAD JUAREZ,2023-02-20,150,34,116,0.77333
CIUDAD JUAREZ,2023-02-21,210,79,131,0.62381
CIUDAD JUAREZ,2023-02-22,134,63,71,0.52985
CIUDAD JUAREZ,2023-02-23,154,45,109,0.70779
CIUDAD JUAREZ,2023-02-24,177,57,120,0.67797
CIUDAD JUAREZ,2023-02-25,221,111,110,0.49774
CIUDAD JUAREZ,2023-02-26,61,36,25,0.40984
CIUDAD JUAREZ,2023-02-27,172,44,128,0.74419
CIUDAD JUAREZ,2023-02-28,171,75,96,0.5614
CIUDAD JUAREZ,2023-03-01,119,59,60,0.5042
CIUDAD JUAREZ,2023-03-02,255,56,199,0.78039
CIUDAD JUAREZ,2023-03-03,243,63,180,0.74074
CIUDAD JUAREZ,2023-03-04,274,102,172,0.62774
CIUDAD JUAREZ,2023-03-05,173,66,107,0.6185
CIUDAD JUAREZ,2023-03-07,210,70,140,0.66667
CIUDAD JUAREZ,2023-03-08,152,54,98,0.64474
CIUDAD JUAREZ,2023-03-09,168,68,100,0.59524
CIUDAD JUAREZ,2023-03-10,110,50,60,0.54545
CIUDAD JUAREZ,2023-03-11,169,47,122,0.72189
CIUDAD JUAREZ,2023-03-12,157,65,92,0.58599
CIUDAD JUAREZ,2023-03-13,164,68,96,0.58537
