PLAZA,Fecha,Instalaciones,Activaciones_automaticas,Ativaciones_manuales,%Act_Manuales
MATAMOROS,2023-01-09,3,0,3,1
MATAMOROS,2023-01-10,7,5,2,0.28571
MATAMOROS,2023-01-11,4,1,3,0.75
MATAMOROS,2023-01-12,5,2,3,0.6
MATAMOROS,2023-01-13,84,60,24,0.28571
MATAMOROS,2023-01-14,69,57,12,0.17391
MATAMOROS,2023-01-15,64,61,3,0.04688
MATAMOROS,2023-01-16,64,51,13,0.20312
MATAMOROS,2023-01-17,85,69,16,0.18824
MATAMOROS,2023-01-18,55,42,13,0.23636
MATAMOROS,2023-01-19,75,65,10,0.13333
MATAMOROS,2023-01-20,65,53,12,0.18462
MATAMOROS,2023-01-21,71,66,5,0.07042
MATAMOROS,2023-01-22,41,35,6,0.14634
MATAMOROS,2023-01-23,72,46,26,0.36111
MATAMOROS,2023-01-24,59,49,10,0.16949
MATAMOROS,2023-01-25,63,55,8,0.12698
MATAMOROS,2023-01-26,55,43,12,0.21818
MATAMOROS,2023-01-27,57,56,1,0.01754
MATAMOROS,2023-01-28,76,75,1,0.01316
MATAMOROS,2023-01-29,56,54,2,0.03571
MATAMOROS,2023-01-30,61,61,0,0
MATAMOROS,2023-01-31,47,45,2,0.04255
MATAMOROS,2023-02-02,43,32,11,0.25581
MATAMOROS,2023-02-03,58,50,8,0.13793
MATAMOROS,2023-02-04,93,81,12,0.12903
MATAMOROS,2023-02-05,54,51,3,0.05556
MATAMOROS,2023-02-06,63,54,9,0.14286
MATAMOROS,2023-02-07,83,81,2,0.0241
MATAMOROS,2023-02-08,74,55,19,0.25676
MATAMOROS,2023-02-09,66,64,2,0.0303
MATAMOROS,2023-02-10,64,59,5,0.07812
MATAMOROS,2023-02-11,54,45,9,0.16667
MATAMOROS,2023-02-12,38,35,3,0.07895
MATAMOROS,2023-02-13,71,66,5,0.07042
MATAMOROS,2023-02-14,305,184,121,0.39672
MATAMOROS,2023-02-15,156,113,43,0.27564
MATAMOROS,2023-02-16,131,71,60,0.45802
MATAMOROS,2023-02-17,102,81,21,0.20588
MATAMOROS,2023-02-18,114,105,9,0.07895
MATAMOROS,2023-02-19,84,72,12,0.14286
MATAMOROS,2023-02-20,194,96,98,0.50515
MATAMOROS,2023-02-21,288,161,127,0.44097
MATAMOROS,2023-02-22,164,105,59,0.35976
MATAMOROS,2023-02-23,162,120,42,0.25926
MATAMOROS,2023-02-24,232,145,87,0.375
MATAMOROS,2023-02-25,202,122,80,0.39604
MATAMOROS,2023-02-26,128,71,57,0.44531
MATAMOROS,2023-02-27,166,151,15,0.09036
MATAMOROS,2023-02-28,204,127,77,0.37745
MATAMOROS,2023-03-01,170,153,17,0.1
MATAMOROS,2023-03-02,198,171,27,0.13636
MATAMOROS,2023-03-03,160,121,39,0.24375
MATAMOROS,2023-03-04,204,158,46,0.22549
MATAMOROS,2023-03-05,107,96,11,0.1028
MATAMOROS,2023-03-07,257,188,69,0.26848
MATAMOROS,2023-03-08,286,194,92,0.32168
MATAMOROS,2023-03-09,150,96,54,0.36
MATAMOROS,2023-03-10,208,171,37,0.17788
MATAMOROS,2023-03-11,210,139,71,0.3381
MATAMOROS,2023-03-12,157,128,29,0.18471
MATAMOROS,2023-03-13,168,131,37,0.22024
MATAMOROS,2023-03-14,170,95,75,0.44118
MATAMOROS,2023-03-15,150,125,25,0.16667
MATAMOROS,2023-03-16,152,136,16,0.10526
MATAMOROS,2023-03-17,175,147,28,0.16
MATAMOROS,2023-03-18,177,150,27,0.15254
MATAMOROS,2023-03-19,122,115,7,0.05738
MATAMOROS,2023-03-20,154,139,15,0.0974
MAZATLAN,2023-01-01,5,5,0,0
MAZATLAN,2023-01-02,46,44,2,0.04348
MAZATLAN,2023-01-03,38,37,1,0.02632
MAZATLAN,2023-01-04,36,32,4,0.11111
MAZATLAN,2023-01-05,5,5,0,0
MAZATLAN,2023-01-06,43,41,2,0.04651
MAZATLAN,2023-01-07,49,44,5,0.10204
MAZATLAN,2023-01-08,13,11,2,0.15385
MAZATLAN,2023-01-09,48,45,3,0.0625
MAZATLAN,2023-01-10,47,44,3,0.06383
MAZATLAN,2023-01-11,30,30,0,0
MAZATLAN,2023-01-12,43,31,12,0.27907
MAZATLAN,2023-01-13,33,31,2,0.06061
MAZATLAN,2023-01-14,46,37,9,0.19565
MAZATLAN,2023-01-15,20,19,1,0.05
MAZATLAN,2023-01-16,30,28,2,0.06667
MAZATLAN,2023-01-17,40,33,7,0.175
MAZATLAN,2023-01-18,29,26,3,0.10345
MAZATLAN,2023-01-19,41,40,1,0.02439
MAZATLAN,2023-01-20,42,31,11,0.2619
MAZATLAN,2023-01-21,54,53,1,0.01852
MAZATLAN,2023-01-22,20,16,4,0.2
MAZATLAN,2023-01-23,35,29,6,0.17143
MAZATLAN,2023-01-24,23,19,4,0.17391
MAZATLAN,2023-01-25,37,35,2,0.05405
MAZATLAN,2023-01-26,28,28,0,0
MAZATLAN,2023-01-27,43,40,3,0.06977
MAZATLAN,2023-01-28,35,34,1,0.02857
MAZATLAN,2023-01-29,21,19,2,0.09524
MAZATLAN,2023-01-30,46,37,9,0.19565
MAZATLAN,2023-01-31,34,31,3,0.08824
MAZATLAN,2023-02-02,31,29,2,0.06452
MAZATLAN,2023-02-03,24,24,0,0
MAZATLAN,2023-02-04,29,26,3,0.10345
MAZATLAN,2023-02-05,11,11,0,0
MAZATLAN,2023-02-06,17,16,1,0.05882
MAZATLAN,2023-02-07,24,23,1,0.04167
MAZATLAN,2023-02-08,42,40,2,0.04762
MAZATLAN,2023-02-09,30,29,1,0.03333
MAZATLAN,2023-02-10,34,32,2,0.05882
MAZATLAN,2023-02-11,40,38,2,0.05
MAZATLAN,2023-02-12,17,17,0,0
MAZATLAN,2023-02-13,15,14,1,0.06667
MAZATLAN,2023-02-14,28,25,3,0.10714
MAZATLAN,2023-02-15,42,41,1,0.02381
MAZATLAN,2023-02-16,31,29,2,0.06452
MAZATLAN,2023-02-17,33,28,5,0.15152
MAZATLAN,2023-02-18,39,39,0,0
MAZATLAN,2023-02-19,4,4,0,0
MAZATLAN,2023-02-20,26,26,0,0
MAZATLAN,2023-02-21,18,18,0,0
MAZATLAN,2023-02-22,24,23,1,0.04167
MAZATLAN,2023-02-23,66,49,17,0.25758
MAZATLAN,2023-02-24,88,71,17,0.19318
MAZATLAN,2023-02-25,58,58,0,0
MAZATLAN,2023-02-26,21,20,1,0.04762
MAZATLAN,2023-02-27,62,61,1,0.01613
MAZATLAN,2023-02-28,45,40,5,0.11111
MAZATLAN,2023-03-01,38,37,1,0.02632
MAZATLAN,2023-03-02,81,77,4,0.04938
MAZATLAN,2023-03-03,29,29,0,0
MAZATLAN,2023-03-04,58,57,1,0.01724
MAZATLAN,2023-03-05,27,24,3,0.11111
MAZATLAN,2023-03-07,32,26,6,0.1875
MAZATLAN,2023-03-08,31,30,1,0.03226
MAZATLAN,2023-03-09,28,28,0,0
MAZATLAN,2023-03-10,35,31,4,0.11429
MAZATLAN,2023-03-11,56,49,7,0.125
MAZATLAN,2023-03-12,11,8,3,0.27273
MAZATLAN,2023-03-13,39,39,0,0
MAZATLAN,2023-03-14,54,51,3,0.05556
MAZATLAN,2023-03-15,42,36,6,0.14286
MAZATLAN,2023-03-16,38,38,0,0
MAZATLAN,2023-03-17,44,40,4,0.09091
MAZATLAN,2023-03-18,46,35,11,0.23913
MAZATLAN,2023-03-19,36,31,5,0.13889
MAZATLAN,2023-03-20,52,46,6,0.11538
MERIDA,2023-01-01,1,1,0,0
MERIDA,2023-01-02,43,42,1,0.02326
MERIDA,2023-01-03,47,41,6,0.12766
MERIDA,2023-01-04,94,93,1,0.01064
MERIDA,2023-01-05,130,126,4,0.03077
MERIDA,2023-01-06,83,61,22,0.26506
MERIDA,2023-01-07,82,78,4,0.04878
MERIDA,2023-01-08,62,60,2,0.03226
MERIDA,2023-01-09,104,103,1,0.00962
MERIDA,2023-01-10,101,79,22,0.21782
MERIDA,2023-01-11,112,109,3,0.02679
MERIDA,2023-01-12,111,108,3,0.02703
MERIDA,2023-01-13,73,47,26,0.35616
MERIDA,2023-01-14,92,82,10,0.1087
MERIDA,2023-01-15,49,43,6,0.12245
MERIDA,2023-01-16,109,106,3,0.02752
MERIDA,2023-01-17,125,120,5,0.04
MERIDA,2023-01-18,163,114,49,0.30061
MERIDA,2023-01-19,150,146,4,0.02667
MERIDA,2023-01-20,136,120,16,0.11765
MERIDA,2023-01-21,132,126,6,0.04545
MERIDA,2023-01-22,128,100,28,0.21875
MERIDA,2023-01-23,319,221,98,0.30721
MERIDA,2023-01-24,208,176,32,0.15385
MERIDA,2023-01-25,129,104,25,0.1938
MERIDA,2023-01-26,130,93,37,0.28462
MERIDA,2023-01-27,235,197,38,0.1617
MERIDA,2023-01-28,206,202,4,0.01942
MERIDA,2023-01-29,164,136,28,0.17073
MERIDA,2023-01-30,131,92,39,0.29771
MERIDA,2023-01-31,182,109,73,0.4011
MERIDA,2023-02-02,324,266,58,0.17901
MERIDA,2023-02-03,144,125,19,0.13194
MERIDA,2023-02-04,237,169,68,0.28692
MERIDA,2023-02-05,104,87,17,0.16346
MERIDA,2023-02-06,185,136,49,0.26486
MERIDA,2023-02-07,93,82,11,0.11828
MERIDA,2023-02-08,113,106,7,0.06195
MERIDA,2023-02-09,87,73,14,0.16092
MERIDA,2023-02-10,241,207,34,0.14108
MERIDA,2023-02-11,189,167,22,0.1164
MERIDA,2023-02-12,181,139,42,0.23204
MERIDA,2023-02-13,208,156,52,0.25
MERIDA,2023-02-14,267,237,30,0.11236
MERIDA,2023-02-15,245,233,12,0.04898
MERIDA,2023-02-16,203,182,21,0.10345
MERIDA,2023-02-17,122,101,21,0.17213
MERIDA,2023-02-18,136,116,20,0.14706
MERIDA,2023-02-19,135,79,56,0.41481
MERIDA,2023-02-20,93,85,8,0.08602
MERIDA,2023-02-21,140,89,51,0.36429
MERIDA,2023-02-22,151,124,27,0.17881
MERIDA,2023-02-23,116,84,32,0.27586
MERIDA,2023-02-24,216,140,76,0.35185
MERIDA,2023-02-25,152,132,20,0.13158
MERIDA,2023-02-26,146,119,27,0.18493
MERIDA,2023-02-27,106,103,3,0.0283
MERIDA,2023-02-28,119,99,20,0.16807
MERIDA,2023-03-01,119,95,24,0.20168
MERIDA,2023-03-02,179,154,25,0.13966
MERIDA,2023-03-03,128,109,19,0.14844
MERIDA,2023-03-04,125,88,37,0.296
MERIDA,2023-03-05,139,102,37,0.26619
MERIDA,2023-03-07,152,112,40,0.26316
MERIDA,2023-03-08,238,205,33,0.13866
MERIDA,2023-03-09,137,125,12,0.08759
MERIDA,2023-03-10,128,118,10,0.07812
MERIDA,2023-03-11,123,110,13,0.10569
MERIDA,2023-03-12,88,60,28,0.31818
MERIDA,2023-03-13,121,109,12,0.09917
MERIDA,2023-03-14,82,56,26,0.31707
MERIDA,2023-03-15,154,129,25,0.16234
MERIDA,2023-03-16,120,114,6,0.05
MERIDA,2023-03-17,109,102,7,0.06422
MERIDA,2023-03-18,186,183,3,0.01613
MERIDA,2023-03-19,52,51,1,0.01923
MERIDA,2023-03-20,117,115,2,0.01709
MEXICALI,2023-01-01,1,0,1,1
MEXICALI,2023-01-02,57,42,15,0.26316
MEXICALI,2023-01-03,55,40,15,0.27273
MEXICALI,2023-01-04,66,60,6,0.09091
MEXICALI,2023-01-05,44,42,2,0.04545
MEXICALI,2023-01-06,52,46,6,0.11538
MEXICALI,2023-01-07,59,55,4,0.0678
MEXICALI,2023-01-08,50,33,17,0.34
MEXICALI,2023-01-09,50,38,12,0.24
MEXICALI,2023-01-10,76,63,13,0.17105
MEXICALI,2023-01-11,48,36,12,0.25
MEXICALI,2023-01-12,52,39,13,0.25
MEXICALI,2023-01-13,88,73,15,0.17045
MEXICALI,2023-01-14,47,42,5,0.10638
MEXICALI,2023-01-15,56,44,12,0.21429
MEXICALI,2023-01-16,34,26,8,0.23529
MEXICALI,2023-01-17,81,43,38,0.46914
MEXICALI,2023-01-18,47,32,15,0.31915
MEXICALI,2023-01-19,99,65,34,0.34343
MEXICALI,2023-01-20,68,44,24,0.35294
MEXICALI,2023-01-21,63,38,25,0.39683
MEXICALI,2023-01-22,49,23,26,0.53061
MEXICALI,2023-01-23,71,44,27,0.38028
MEXICALI,2023-01-24,51,29,22,0.43137
MEXICALI,2023-01-25,31,15,16,0.51613
MEXICALI,2023-01-26,64,40,24,0.375
MEXICALI,2023-01-27,50,41,9,0.18
MEXICALI,2023-01-28,89,44,45,0.50562
MEXICALI,2023-01-29,47,26,21,0.44681
MEXICALI,2023-01-30,59,42,17,0.28814
MEXICALI,2023-01-31,77,46,31,0.4026
MEXICALI,2023-02-01,1,0,1,1
MEXICALI,2023-02-02,48,24,24,0.5
MEXICALI,2023-02-03,64,41,23,0.35938
MEXICALI,2023-02-04,83,57,26,0.31325
MEXICALI,2023-02-05,43,7,36,0.83721
MEXICALI,2023-02-06,61,38,23,0.37705
MEXICALI,2023-02-07,62,41,21,0.33871
MEXICALI,2023-02-08,54,22,32,0.59259
MEXICALI,2023-02-09,73,44,29,0.39726
MEXICALI,2023-02-10,69,54,15,0.21739
MEXICALI,2023-02-11,80,62,18,0.225
MEXICALI,2023-02-12,57,33,24,0.42105
MEXICALI,2023-02-13,57,31,26,0.45614
MEXICALI,2023-02-14,48,31,17,0.35417
MEXICALI,2023-02-15,37,19,18,0.48649
MEXICALI,2023-02-16,56,28,28,0.5
MEXICALI,2023-02-17,90,42,48,0.53333
MEXICALI,2023-02-18,97,39,58,0.59794
MEXICALI,2023-02-19,53,17,36,0.67925
MEXICALI,2023-02-20,69,40,29,0.42029
MEXICALI,2023-02-21,110,49,61,0.55455
MEXICALI,2023-02-22,64,52,12,0.1875
MEXICALI,2023-02-23,35,21,14,0.4
MEXICALI,2023-02-24,61,23,38,0.62295
MEXICALI,2023-02-25,85,12,73,0.85882
MEXICALI,2023-02-26,68,6,62,0.91176
MEXICALI,2023-02-27,57,8,49,0.85965
MEXICALI,2023-02-28,64,33,31,0.48438
MEXICALI,2023-03-01,37,16,21,0.56757
MEXICALI,2023-03-02,45,25,20,0.44444
MEXICALI,2023-03-03,61,23,38,0.62295
MEXICALI,2023-03-04,78,35,43,0.55128
MEXICALI,2023-03-05,39,12,27,0.69231
MEXICALI,2023-03-07,73,26,47,0.64384
MEXICALI,2023-03-08,76,15,61,0.80263
MEXICALI,2023-03-09,54,15,39,0.72222
MEXICALI,2023-03-10,67,40,27,0.40299
MEXICALI,2023-03-11,62,26,36,0.58065
MEXICALI,2023-03-12,70,33,37,0.52857
MEXICALI,2023-03-13,74,41,33,0.44595
MEXICALI,2023-03-14,52,17,35,0.67308
MEXICALI,2023-03-15,65,15,50,0.76923
MEXICALI,2023-03-16,42,15,27,0.64286
MEXICALI,2023-03-17,98,34,64,0.65306
MEXICALI,2023-03-18,83,20,63,0.75904
MEXICALI,2023-03-19,57,16,41,0.7193
MEXICALI,2023-03-20,31,13,18,0.58065
MONTERREY,2023-01-01,17,13,4,0.23529
MONTERREY,2023-01-02,242,145,97,0.40083
MONTERREY,2023-01-03,399,236,163,0.40852
MONTERREY,2023-01-04,449,246,203,0.45212
MONTERREY,2023-01-05,388,232,156,0.40206
MONTERREY,2023-01-06,529,341,188,0.35539
MONTERREY,2023-01-07,516,358,158,0.3062
MONTERREY,2023-01-08,285,161,124,0.43509
MONTERREY,2023-01-09,418,235,183,0.4378
MONTERREY,2023-01-10,395,236,159,0.40253
MONTERREY,2023-01-11,363,226,137,0.37741
MONTERREY,2023-01-12,358,225,133,0.37151
MONTERREY,2023-01-13,420,298,122,0.29048
MONTERREY,2023-01-14,438,258,180,0.41096
MONTERREY,2023-01-15,337,189,148,0.43917
MONTERREY,2023-01-16,383,241,142,0.37076
MONTERREY,2023-01-17,394,270,124,0.31472
MONTERREY,2023-01-18,357,263,94,0.26331
MONTERREY,2023-01-19,353,228,125,0.35411
MONTERREY,2023-01-20,375,262,113,0.30133
MONTERREY,2023-01-21,500,311,189,0.378
MONTERREY,2023-01-22,255,161,94,0.36863
MONTERREY,2023-01-23,408,265,143,0.35049
MONTERREY,2023-01-24,382,216,166,0.43455
MONTERREY,2023-01-25,479,292,187,0.3904
MONTERREY,2023-01-26,405,278,127,0.31358
MONTERREY,2023-01-27,438,266,172,0.39269
MONTERREY,2023-01-28,732,409,323,0.44126
MONTERREY,2023-01-29,414,182,232,0.56039
MONTERREY,2023-01-30,488,302,186,0.38115
MONTERREY,2023-01-31,364,234,130,0.35714
MONTERREY,2023-02-02,438,250,188,0.42922
MONTERREY,2023-02-03,443,261,182,0.41084
MONTERREY,2023-02-04,589,349,240,0.40747
MONTERREY,2023-02-05,304,180,124,0.40789
MONTERREY,2023-02-06,252,148,104,0.4127
MONTERREY,2023-02-07,444,270,174,0.39189
MONTERREY,2023-02-08,352,243,109,0.30966
MONTERREY,2023-02-09,340,204,136,0.4
MONTERREY,2023-02-10,413,237,176,0.42615
MONTERREY,2023-02-11,480,256,224,0.46667
MONTERREY,2023-02-12,304,170,134,0.44079
MONTERREY,2023-02-13,294,169,125,0.42517
MONTERREY,2023-02-14,388,171,217,0.55928
MONTERREY,2023-02-15,403,218,185,0.45906
MONTERREY,2023-02-16,437,259,178,0.40732
MONTERREY,2023-02-17,405,153,252,0.62222
MONTERREY,2023-02-18,573,228,345,0.60209
MONTERREY,2023-02-19,324,107,217,0.66975
MONTERREY,2023-02-20,366,160,206,0.56284
MONTERREY,2023-02-21,451,177,274,0.60754
MONTERREY,2023-02-22,419,195,224,0.53461
MONTERREY,2023-02-23,368,155,213,0.5788
MONTERREY,2023-02-24,317,143,174,0.5489
MONTERREY,2023-02-25,678,238,440,0.64897
MONTERREY,2023-02-26,301,141,160,0.53156
MONTERREY,2023-02-27,401,238,163,0.40648
MONTERREY,2023-02-28,426,211,215,0.50469
MONTERREY,2023-03-01,362,192,170,0.46961
MONTERREY,2023-03-02,377,201,176,0.46684
MONTERREY,2023-03-03,464,216,248,0.53448
MONTERREY,2023-03-04,573,267,306,0.53403
MONTERREY,2023-03-05,223,108,115,0.5157
MONTERREY,2023-03-07,325,176,149,0.45846
MONTERREY,2023-03-08,409,209,200,0.489
MONTERREY,2023-03-09,346,169,177,0.51156
MONTERREY,2023-03-10,346,154,192,0.55491
MONTERREY,2023-03-11,417,202,215,0.51559
MONTERREY,2023-03-12,256,104,152,0.59375
MONTERREY,2023-03-13,302,152,150,0.49669
MONTERREY,2023-03-14,267,159,108,0.40449
MONTERREY,2023-03-15,292,208,84,0.28767
MONTERREY,2023-03-16,287,225,62,0.21603
MONTERREY,2023-03-17,291,218,73,0.25086
MONTERREY,2023-03-18,397,299,98,0.24685
