DIRECCION,Fecha,Instalaciones,Activaciones_automaticas,Activaciones_manuales,PorcAM
NORESTE-FRONTERA,2023-10-24,540,523,17,0.0314814814814815
NORESTE-FRONTERA,2023-10-25,563,550,13,0.0230905861456483
NORTE-PACIFICO,2023-01-01,NA,NA,21,NA
NORTE-PACIFICO,2023-01-02,355,231,124,0.349295774647887
NORTE-PACIFICO,2023-01-03,429,271,158,0.368298368298368
NORTE-PACIFICO,2023-01-04,447,280,167,0.373601789709172
NORTE-PACIFICO,2023-01-05,391,220,171,0.437340153452685
NORTE-PACIFICO,2023-01-06,434,260,174,0.400921658986175
NORTE-PACIFICO,2023-01-07,541,352,189,0.349353049907579
NORTE-PACIFICO,2023-01-08,436,279,157,0.360091743119266
NORTE-PACIFICO,2023-01-09,434,302,132,0.304147465437788
NORTE-PACIFICO,2023-01-10,486,303,183,0.376543209876543
NORTE-PACIFICO,2023-01-11,459,291,168,0.366013071895425
NORTE-PACIFICO,2023-01-12,476,312,164,0.34453781512605
NORTE-PACIFICO,2023-01-13,502,323,179,0.356573705179283
NORTE-PACIFICO,2023-01-14,497,339,158,0.317907444668008
NORTE-PACIFICO,2023-01-15,362,253,109,0.301104972375691
NORTE-PACIFICO,2023-01-16,359,237,122,0.33983286908078
NORTE-PACIFICO,2023-01-17,402,275,127,0.31592039800995
NORTE-PACIFICO,2023-01-18,389,191,198,0.508997429305913
NORTE-PACIFICO,2023-01-19,444,190,254,0.572072072072072
NORTE-PACIFICO,2023-01-20,431,183,248,0.575406032482599
NORTE-PACIFICO,2023-01-21,492,158,334,0.678861788617886
NORTE-PACIFICO,2023-01-22,379,107,272,0.717678100263852
NORTE-PACIFICO,2023-01-23,421,128,293,0.695961995249406
NORTE-PACIFICO,2023-01-24,446,137,309,0.692825112107623
NORTE-PACIFICO,2023-01-25,430,133,297,0.690697674418605
NORTE-PACIFICO,2023-01-26,429,113,316,0.736596736596737
NORTE-PACIFICO,2023-01-27,471,129,342,0.726114649681529
NORTE-PACIFICO,2023-01-28,498,124,374,0.751004016064257
NORTE-PACIFICO,2023-01-29,376,114,262,0.696808510638298
NORTE-PACIFICO,2023-01-30,423,123,300,0.709219858156028
NORTE-PACIFICO,2023-01-31,476,156,320,0.672268907563025
NORTE-PACIFICO,2023-02-01,414,139,275,0.664251207729469
NORTE-PACIFICO,2023-02-02,445,137,308,0.692134831460674
NORTE-PACIFICO,2023-02-03,436,134,302,0.692660550458716
NORTE-PACIFICO,2023-02-04,523,151,372,0.711281070745698
NORTE-PACIFICO,2023-02-05,360,91,269,0.747222222222222
NORTE-PACIFICO,2023-02-06,454,130,324,0.713656387665198
NORTE-PACIFICO,2023-02-07,449,143,306,0.681514476614699
NORTE-PACIFICO,2023-02-08,448,149,299,0.667410714285714
NORTE-PACIFICO,2023-02-09,442,137,305,0.690045248868778
NORTE-PACIFICO,2023-02-10,560,152,408,0.728571428571429
NORTE-PACIFICO,2023-02-11,537,142,395,0.735567970204842
NORTE-PACIFICO,2023-02-12,338,79,259,0.766272189349112
NORTE-PACIFICO,2023-02-13,397,114,283,0.712846347607053
NORTE-PACIFICO,2023-02-14,399,115,284,0.711779448621554
NORTE-PACIFICO,2023-02-15,469,147,322,0.686567164179104
NORTE-PACIFICO,2023-02-16,432,138,294,0.680555555555556
NORTE-PACIFICO,2023-02-17,480,120,360,0.75
NORTE-PACIFICO,2023-02-18,564,160,404,0.716312056737589
NORTE-PACIFICO,2023-02-19,312,73,239,0.766025641025641
NORTE-PACIFICO,2023-02-20,469,123,346,0.73773987206823
NORTE-PACIFICO,2023-02-21,471,137,334,0.709129511677282
NORTE-PACIFICO,2023-02-22,434,134,300,0.691244239631336
NORTE-PACIFICO,2023-02-23,396,139,257,0.648989898989899
NORTE-PACIFICO,2023-02-24,457,164,293,0.641137855579869
NORTE-PACIFICO,2023-02-25,434,138,296,0.682027649769585
NORTE-PACIFICO,2023-02-26,326,100,226,0.693251533742331
NORTE-PACIFICO,2023-02-27,451,147,304,0.674057649667406
NORTE-PACIFICO,2023-02-28,458,169,289,0.631004366812227
NORTE-PACIFICO,2023-03-01,340,125,215,0.632352941176471
NORTE-PACIFICO,2023-03-02,455,142,313,0.687912087912088
NORTE-PACIFICO,2023-03-03,526,175,351,0.667300380228137
NORTE-PACIFICO,2023-03-04,649,193,456,0.702619414483821
NORTE-PACIFICO,2023-03-05,455,127,328,0.720879120879121
NORTE-PACIFICO,2023-03-06,414,139,275,0.664251207729469
NORTE-PACIFICO,2023-03-07,447,164,283,0.633109619686801
NORTE-PACIFICO,2023-03-08,523,164,359,0.686424474187381
NORTE-PACIFICO,2023-03-09,477,222,255,0.534591194968553
NORTE-PACIFICO,2023-03-10,389,212,177,0.455012853470437
NORTE-PACIFICO,2023-03-11,588,296,292,0.496598639455782
NORTE-PACIFICO,2023-03-12,412,202,210,0.509708737864078
NORTE-PACIFICO,2023-03-13,414,233,181,0.43719806763285
NORTE-PACIFICO,2023-03-14,422,267,155,0.367298578199052
NORTE-PACIFICO,2023-03-15,385,323,62,0.161038961038961
NORTE-PACIFICO,2023-03-16,403,342,61,0.15136476426799
NORTE-PACIFICO,2023-03-17,535,453,82,0.153271028037383
NORTE-PACIFICO,2023-03-18,587,496,91,0.155025553662692
NORTE-PACIFICO,2023-03-19,419,355,64,0.152744630071599
NORTE-PACIFICO,2023-03-20,472,395,77,0.163135593220339
NORTE-PACIFICO,2023-03-21,379,330,49,0.129287598944591
NORTE-PACIFICO,2023-03-22,418,363,55,0.131578947368421
NORTE-PACIFICO,2023-03-23,448,390,58,0.129464285714286
NORTE-PACIFICO,2023-03-24,517,458,59,0.114119922630561
NORTE-PACIFICO,2023-03-25,599,534,65,0.108514190317195
NORTE-PACIFICO,2023-03-26,471,416,55,0.116772823779193
NORTE-PACIFICO,2023-03-27,369,335,34,0.0921409214092141
NORTE-PACIFICO,2023-03-28,413,374,39,0.0944309927360775
NORTE-PACIFICO,2023-03-29,444,406,38,0.0855855855855856
NORTE-PACIFICO,2023-03-30,510,466,44,0.0862745098039216
NORTE-PACIFICO,2023-03-31,586,533,53,0.0904436860068259
NORTE-PACIFICO,2023-04-01,592,538,54,0.0912162162162162
NORTE-PACIFICO,2023-04-02,366,335,31,0.0846994535519126
NORTE-PACIFICO,2023-04-03,499,461,38,0.0761523046092184
NORTE-PACIFICO,2023-04-04,512,483,29,0.056640625
NORTE-PACIFICO,2023-04-05,467,431,36,0.0770877944325482
NORTE-PACIFICO,2023-04-06,453,423,30,0.0662251655629139
NORTE-PACIFICO,2023-04-07,391,370,21,0.0537084398976982
NORTE-PACIFICO,2023-04-08,383,364,19,0.0496083550913838
NORTE-PACIFICO,2023-04-09,262,244,18,0.0687022900763359
NORTE-PACIFICO,2023-04-10,415,386,29,0.0698795180722892
NORTE-PACIFICO,2023-04-11,466,434,32,0.0686695278969957
NORTE-PACIFICO,2023-04-12,461,435,26,0.0563991323210412
NORTE-PACIFICO,2023-04-13,455,435,20,0.043956043956044
NORTE-PACIFICO,2023-04-14,513,476,37,0.0721247563352826
NORTE-PACIFICO,2023-04-15,696,661,35,0.0502873563218391
NORTE-PACIFICO,2023-04-16,557,531,26,0.0466786355475763
