DESPACHO CENTRALIZADO,DIRECCION,FechaF,Asignaciones_totales,Asignaciones_automaticas,Asignaciones_manuales,PorcAA
SI,OCCIDENTE-BAJIO,2024-05-11,3650,3564,86,0.97644
SI,OCCIDENTE-BAJIO,2024-05-12,2442,2400,42,0.9828
SI,OCCIDENTE-BAJIO,2024-05-13,3726,3645,81,0.97826
SI,OCCIDENTE-BAJIO,2024-05-14,3900,3816,84,0.97846
SI,OCCIDENTE-BAJIO,2024-05-15,3825,3759,66,0.98275
SI,OCCIDENTE-BAJIO,2024-05-16,3846,3782,64,0.98336
SI,OCCIDENTE-BAJIO,2024-05-17,3738,3649,89,0.97619
SI,OCCIDENTE-BAJIO,2024-05-18,3772,3696,76,0.97985
SI,OCCIDENTE-BAJIO,2024-05-19,2852,2812,40,0.98597
SI,OCCIDENTE-BAJIO,2024-05-20,3898,3834,64,0.98358
SI,OCCIDENTE-BAJIO,2024-05-21,4062,3995,67,0.98351
SI,OCCIDENTE-BAJIO,2024-05-22,4009,3928,81,0.9798
SI,OCCIDENTE-BAJIO,2024-05-23,3827,3744,83,0.97831
SI,OCCIDENTE-BAJIO,2024-05-24,3776,3698,78,0.97934
SI,OCCIDENTE-BAJIO,2024-05-25,3644,3572,72,0.98024
SI,OCCIDENTE-BAJIO,2024-05-26,2641,2593,48,0.98183
SI,OCCIDENTE-BAJIO,2024-05-27,3632,3546,86,0.97632
SI,OCCIDENTE-BAJIO,2024-05-28,3784,3712,72,0.98097
SI,OCCIDENTE-BAJIO,2024-05-29,4077,3991,86,0.97891
SI,OCCIDENTE-BAJIO,2024-05-30,4121,4044,77,0.98132
SI,OCCIDENTE-BAJIO,2024-05-31,4149,4061,88,0.97879
SI,OCCIDENTE-BAJIO,2024-06-01,3750,3680,70,0.98133
SI,OCCIDENTE-BAJIO,2024-06-02,2178,2128,50,0.97704
SI,OCCIDENTE-BAJIO,2024-06-03,3821,3712,109,0.97147
SI,OCCIDENTE-BAJIO,2024-06-05,4066,3980,86,0.97885
SI,OCCIDENTE-BAJIO,2024-06-06,3983,3920,63,0.98418
SI,OCCIDENTE-BAJIO,2024-06-07,3820,3740,80,0.97906
SI,OCCIDENTE-BAJIO,2024-06-08,3893,3819,74,0.98099
SI,OCCIDENTE-BAJIO,2024-06-09,2880,2817,63,0.97812
SI,OCCIDENTE-BAJIO,2024-06-10,3648,3569,79,0.97834
SI,OCCIDENTE-BAJIO,2024-06-11,4141,4049,92,0.97778
SI,OCCIDENTE-BAJIO,2024-06-12,4211,4100,111,0.97364
SI,OCCIDENTE-BAJIO,2024-06-13,4010,3892,118,0.97057
SI,OCCIDENTE-BAJIO,2024-06-14,3968,3867,101,0.97455
SI,OCCIDENTE-BAJIO,2024-06-15,3866,3790,76,0.98034
SI,OCCIDENTE-BAJIO,2024-06-16,2662,2613,49,0.98159
SI,OCCIDENTE-BAJIO,2024-06-17,3806,3700,106,0.97215
SI,OCCIDENTE-BAJIO,2024-06-18,4171,4086,85,0.97962
SI,OCCIDENTE-BAJIO,2024-06-19,4171,4085,86,0.97938
SI,OCCIDENTE-BAJIO,2024-06-20,4097,3998,99,0.97584
SI,OCCIDENTE-BAJIO,2024-06-21,4102,4003,99,0.97587
SI,OCCIDENTE-BAJIO,2024-06-22,4210,4126,84,0.98005
SI,OCCIDENTE-BAJIO,2024-06-23,3096,3049,47,0.98482
SI,OCCIDENTE-BAJIO,2024-06-24,4143,4053,90,0.97828
SI,OCCIDENTE-BAJIO,2024-06-25,4448,4308,140,0.96853
SI,OCCIDENTE-BAJIO,2024-06-26,4582,4467,115,0.9749
SI,OCCIDENTE-BAJIO,2024-06-27,4545,4443,102,0.97756
SI,OCCIDENTE-BAJIO,2024-06-28,4413,4301,112,0.97462
SI,OCCIDENTE-BAJIO,2024-06-29,4135,4043,92,0.97775
SI,OCCIDENTE-BAJIO,2024-06-30,3337,3277,60,0.98202
SI,OCCIDENTE-BAJIO,2024-07-01,4142,4022,120,0.97103
SI,OCCIDENTE-BAJIO,2024-07-02,4365,4246,119,0.97274
SI,OCCIDENTE-BAJIO,2024-07-03,4323,4178,145,0.96646
SI,OCCIDENTE-BAJIO,2024-07-04,4455,4310,145,0.96745
SI,OCCIDENTE-BAJIO,2024-07-05,4363,4231,132,0.96975
SI,OCCIDENTE-BAJIO,2024-07-06,4342,4230,112,0.97421
SI,OCCIDENTE-BAJIO,2024-07-07,3118,3063,55,0.98236
SI,OCCIDENTE-BAJIO,2024-07-08,4393,4275,118,0.97314
SI,OCCIDENTE-BAJIO,2024-07-09,4426,4244,182,0.95888
SI,OCCIDENTE-BAJIO,2024-07-10,4513,4346,167,0.963
SI,OCCIDENTE-BAJIO,2024-07-11,4261,4115,146,0.96574
SI,OCCIDENTE-BAJIO,2024-07-12,4300,4138,162,0.96233
SI,OCCIDENTE-BAJIO,2024-07-13,4117,3979,138,0.96648
SI,OCCIDENTE-BAJIO,2024-07-14,3014,2923,91,0.96981
SI,OCCIDENTE-BAJIO,2024-07-15,4129,3955,174,0.95786
SI,OCCIDENTE-BAJIO,2024-07-16,4163,3985,178,0.95724
SI,OCCIDENTE-BAJIO,2024-07-17,4330,4147,183,0.95774
SI,OCCIDENTE-BAJIO,2024-07-18,4323,4142,181,0.95813
SI,OCCIDENTE-BAJIO,2024-07-19,4111,3927,184,0.95524
SI,OCCIDENTE-BAJIO,2024-07-20,3887,3750,137,0.96475
SI,OCCIDENTE-BAJIO,2024-07-21,2846,2792,54,0.98103
SI,ORIENTE,2023-08-01,2245,1169,1076,0.52071
SI,ORIENTE,2023-08-02,2396,1129,1267,0.4712
SI,ORIENTE,2023-08-03,2411,1157,1254,0.47988
SI,ORIENTE,2023-08-04,2855,2438,417,0.85394
SI,ORIENTE,2023-08-05,2624,2252,372,0.85823
SI,ORIENTE,2023-08-06,2023,1628,395,0.80475
SI,ORIENTE,2023-08-07,2673,2254,419,0.84325
SI,ORIENTE,2023-08-08,2758,2348,410,0.85134
SI,ORIENTE,2023-08-09,2728,2326,402,0.85264
SI,ORIENTE,2023-08-10,2899,2390,509,0.82442
SI,ORIENTE,2023-08-11,2716,2268,448,0.83505
SI,ORIENTE,2023-08-12,2575,2068,507,0.80311
SI,ORIENTE,2023-08-13,2080,1600,480,0.76923
SI,ORIENTE,2023-08-14,2656,2109,547,0.79405
SI,ORIENTE,2023-08-15,2872,2207,665,0.76845
SI,ORIENTE,2023-08-16,3026,2566,460,0.84798
SI,ORIENTE,2023-08-17,3193,2487,706,0.77889
SI,ORIENTE,2023-08-18,2551,1895,656,0.74285
SI,ORIENTE,2023-08-19,2443,1761,682,0.72084
SI,ORIENTE,2023-08-20,1894,1383,511,0.7302
SI,ORIENTE,2023-08-21,2605,1939,666,0.74434
SI,ORIENTE,2023-08-22,3561,3061,500,0.85959
SI,ORIENTE,2023-08-23,3351,2900,451,0.86541
SI,ORIENTE,2023-08-24,3483,3115,368,0.89434
SI,ORIENTE,2023-08-25,3312,2845,467,0.859
SI,ORIENTE,2023-08-26,3267,2882,385,0.88215
SI,ORIENTE,2023-08-27,2762,2438,324,0.88269
SI,ORIENTE,2023-08-28,3213,2884,329,0.8976
SI,ORIENTE,2023-08-29,3245,2843,402,0.87612
SI,ORIENTE,2023-08-30,3049,2708,341,0.88816
SI,ORIENTE,2023-08-31,3019,2734,285,0.9056
SI,ORIENTE,2023-09-01,2610,2362,248,0.90498
SI,ORIENTE,2023-09-02,2631,2406,225,0.91448
SI,ORIENTE,2023-09-03,2219,2015,204,0.90807
SI,ORIENTE,2023-09-04,2696,2467,229,0.91506
SI,ORIENTE,2023-09-05,2866,2578,288,0.89951
SI,ORIENTE,2023-09-06,3100,2856,244,0.92129
SI,ORIENTE,2023-09-07,2908,2654,254,0.91265
SI,ORIENTE,2023-09-08,2933,2664,269,0.90829
SI,ORIENTE,2023-09-09,2943,2690,253,0.91403
SI,ORIENTE,2023-09-10,2384,2189,195,0.9182
SI,ORIENTE,2023-09-11,2966,2724,242,0.91841
SI,ORIENTE,2023-09-12,2826,2529,297,0.8949
SI,ORIENTE,2023-09-13,2746,2448,298,0.89148
SI,ORIENTE,2023-09-14,2580,2287,293,0.88643
SI,ORIENTE,2023-09-15,2474,2222,252,0.89814
SI,ORIENTE,2023-09-16,1940,1738,202,0.89588
SI,ORIENTE,2023-09-17,1999,1643,356,0.82191
SI,ORIENTE,2023-09-18,2621,2276,345,0.86837
SI,ORIENTE,2023-09-19,2983,2612,371,0.87563
SI,ORIENTE,2023-09-20,2773,2468,305,0.89001
SI,ORIENTE,2023-09-21,2845,2483,362,0.87276
SI,ORIENTE,2023-09-22,2897,2579,318,0.89023
SI,ORIENTE,2023-09-23,2676,2460,216,0.91928
SI,ORIENTE,2023-09-24,2225,2054,171,0.92315
SI,ORIENTE,2023-09-25,2841,2583,258,0.90919
SI,ORIENTE,2023-09-26,2761,2451,310,0.88772
SI,ORIENTE,2023-09-27,2780,2486,294,0.89424
SI,ORIENTE,2023-09-28,2629,2318,311,0.8817
SI,ORIENTE,2023-09-29,2794,2491,303,0.89155
SI,ORIENTE,2023-09-30,2439,2048,391,0.83969
SI,ORIENTE,2023-10-01,1773,1535,238,0.86576
SI,ORIENTE,2023-10-02,2766,2485,281,0.89841
SI,ORIENTE,2023-10-03,2692,2338,354,0.8685
SI,ORIENTE,2023-10-04,2698,2468,230,0.91475
SI,ORIENTE,2023-10-05,2616,2435,181,0.93081
SI,ORIENTE,2023-10-06,2514,2316,198,0.92124
SI,ORIENTE,2023-10-07,2422,2194,228,0.90586
SI,ORIENTE,2023-10-08,2060,1900,160,0.92233
SI,ORIENTE,2023-10-09,2566,2389,177,0.93102
SI,ORIENTE,2023-10-10,2004,1951,53,0.97355
SI,ORIENTE,2023-10-11,2330,2303,27,0.98841
SI,ORIENTE,2023-10-12,2492,2466,26,0.98957
SI,ORIENTE,2023-10-13,2398,2341,57,0.97623
SI,ORIENTE,2023-10-14,2236,2201,35,0.98435
SI,ORIENTE,2023-10-15,1796,1778,18,0.98998
SI,ORIENTE,2023-10-16,2391,2357,34,0.98578
SI,ORIENTE,2023-10-17,2507,2482,25,0.99003
SI,ORIENTE,2023-10-18,2449,2413,36,0.9853
SI,ORIENTE,2023-10-19,2448,2421,27,0.98897
SI,ORIENTE,2023-10-20,2178,2135,43,0.98026
SI,ORIENTE,2023-10-21,2222,2189,33,0.98515
SI,ORIENTE,2023-10-22,1804,1791,13,0.99279
SI,ORIENTE,2023-10-23,2308,2274,34,0.98527
SI,ORIENTE,2023-10-24,2391,2366,25,0.98954
SI,ORIENTE,2023-10-25,2198,2168,30,0.98635
SI,ORIENTE,2023-10-26,2069,2031,38,0.98163
SI,ORIENTE,2023-10-27,2243,2200,43,0.98083
SI,ORIENTE,2023-10-28,2080,2059,21,0.9899
SI,ORIENTE,2023-10-29,1634,1616,18,0.98898
SI,ORIENTE,2023-10-30,2257,2221,36,0.98405
SI,ORIENTE,2023-10-31,2219,2171,48,0.97837
SI,ORIENTE,2023-11-01,1862,1829,33,0.98228
SI,ORIENTE,2023-11-02,1783,1765,18,0.9899
SI,ORIENTE,2023-11-03,1973,1940,33,0.98327
SI,ORIENTE,2023-11-04,1977,1948,29,0.98533
SI,ORIENTE,2023-11-05,1613,1592,21,0.98698
SI,ORIENTE,2023-11-06,2175,2141,34,0.98437
SI,ORIENTE,2023-11-07,2237,2207,30,0.98659
SI,ORIENTE,2023-11-08,2279,2249,30,0.98684
SI,ORIENTE,2023-11-09,2239,2207,32,0.98571
SI,ORIENTE,2023-11-10,2274,2242,32,0.98593
SI,ORIENTE,2023-11-11,2082,2051,31,0.98511
SI,ORIENTE,2023-11-12,1637,1618,19,0.98839
SI,ORIENTE,2023-11-13,2090,2046,44,0.97895
SI,ORIENTE,2023-11-14,2218,2189,29,0.98693
SI,ORIENTE,2023-11-15,2299,2273,26,0.98869
SI,ORIENTE,2023-11-16,2245,2223,22,0.9902
SI,ORIENTE,2023-11-17,2272,2241,31,0.98636
SI,ORIENTE,2023-11-18,2247,2230,17,0.99243
SI,ORIENTE,2023-11-19,1672,1654,18,0.98923
SI,ORIENTE,2023-11-20,1834,1811,23,0.98746
SI,ORIENTE,2023-11-21,2340,2310,30,0.98718
SI,ORIENTE,2023-11-22,2352,2311,41,0.98257
SI,ORIENTE,2023-11-23,2239,2207,32,0.98571
SI,ORIENTE,2023-11-24,2163,2137,26,0.98798
SI,ORIENTE,2023-11-25,1971,1947,24,0.98782
SI,ORIENTE,2023-11-26,1711,1700,11,0.99357
SI,ORIENTE,2023-11-27,2289,2261,28,0.98777
SI,ORIENTE,2023-11-28,2179,2136,43,0.98027
SI,ORIENTE,2023-11-29,2273,2241,32,0.98592
SI,ORIENTE,2023-11-30,2409,2366,43,0.98215
SI,ORIENTE,2023-12-01,2244,2221,23,0.98975
SI,ORIENTE,2023-12-02,2151,2134,17,0.9921
SI,ORIENTE,2023-12-03,1851,1836,15,0.9919
