DESPACHO CENTRALIZADO,DIRECCION,FechaF,Asignaciones_totales,Asignaciones_automaticas,Asignaciones_manuales,PorcAA
SI,CENTRO 2,2023-10-31,5565,5452,113,0.97969
SI,CENTRO 2,2023-11-01,4793,4700,93,0.9806
SI,CENTRO 2,2023-11-02,4724,4616,108,0.97714
SI,CENTRO 2,2023-11-03,5041,4934,107,0.97877
SI,CENTRO 2,2023-11-04,4912,4854,58,0.98819
SI,CENTRO 2,2023-11-05,4565,4515,50,0.98905
SI,CENTRO 2,2023-11-06,5294,5194,100,0.98111
SI,CENTRO 2,2023-11-07,5389,5294,95,0.98237
SI,CENTRO 2,2023-11-08,5448,5344,104,0.98091
SI,CENTRO 2,2023-11-09,5307,5196,111,0.97908
SI,CENTRO 2,2023-11-10,5250,5156,94,0.9821
SI,CENTRO 2,2023-11-11,5116,5059,57,0.98886
SI,CENTRO 2,2023-11-12,4448,4394,54,0.98786
SI,CENTRO 2,2023-11-13,5448,5358,90,0.98348
SI,CENTRO 2,2023-11-14,5402,5320,82,0.98482
SI,CENTRO 2,2023-11-15,5279,5199,80,0.98485
SI,CENTRO 2,2023-11-16,5250,5145,105,0.98
SI,CENTRO 2,2023-11-17,5428,5345,83,0.98471
SI,CENTRO 2,2023-11-18,4828,4753,75,0.98447
SI,CENTRO 2,2023-11-19,4324,4294,30,0.99306
SI,CENTRO 2,2023-11-20,3959,3918,41,0.98964
SI,CENTRO 2,2023-11-21,5562,5481,81,0.98544
SI,CENTRO 2,2023-11-22,5671,5592,79,0.98607
SI,CENTRO 2,2023-11-23,5899,5809,90,0.98474
SI,CENTRO 2,2023-11-24,5804,5692,112,0.9807
SI,CENTRO 2,2023-11-25,5332,5274,58,0.98912
SI,CENTRO 2,2023-11-26,4649,4604,45,0.99032
SI,CENTRO 2,2023-11-27,5444,5340,104,0.9809
SI,CENTRO 2,2023-11-28,5785,5669,116,0.97995
SI,CENTRO 2,2023-11-29,5577,5458,119,0.97866
SI,CENTRO 2,2023-11-30,5678,5552,126,0.97781
SI,CENTRO 2,2023-12-01,5485,5398,87,0.98414
SI,CENTRO 2,2023-12-02,5115,5039,76,0.98514
SI,CENTRO 2,2023-12-03,4633,4597,36,0.99223
SI,CENTRO 2,2023-12-04,5565,5474,91,0.98365
SI,CENTRO 2,2023-12-05,5815,5704,111,0.98091
SI,CENTRO 2,2023-12-06,5511,5397,114,0.97931
SI,CENTRO 2,2023-12-07,5468,5347,121,0.97787
SI,CENTRO 2,2023-12-08,5545,5440,105,0.98106
SI,CENTRO 2,2023-12-09,5275,5207,68,0.98711
SI,CENTRO 2,2023-12-10,4689,4636,53,0.9887
SI,CENTRO 2,2023-12-11,5331,5228,103,0.98068
SI,CENTRO 2,2023-12-12,5365,5241,124,0.97689
SI,CENTRO 2,2023-12-13,5200,5078,122,0.97654
SI,CENTRO 2,2023-12-14,5116,4948,168,0.96716
SI,CENTRO 2,2023-12-15,5037,4910,127,0.97479
SI,CENTRO 2,2023-12-16,4627,4561,66,0.98574
SI,CENTRO 2,2023-12-17,3817,3752,65,0.98297
SI,CENTRO 2,2023-12-18,5043,4967,76,0.98493
SI,CENTRO 2,2023-12-19,5450,5329,121,0.9778
SI,CENTRO 2,2023-12-20,4829,4704,125,0.97411
SI,CENTRO 2,2023-12-21,4984,4872,112,0.97753
SI,CENTRO 2,2023-12-22,4634,4560,74,0.98403
SI,CENTRO 2,2023-12-23,4285,4181,104,0.97573
SI,CENTRO 2,2023-12-24,2547,2501,46,0.98194
SI,CENTRO 2,2023-12-25,1485,1460,25,0.98316
SI,CENTRO 2,2023-12-26,4518,4442,76,0.98318
SI,CENTRO 2,2023-12-27,4506,4408,98,0.97825
SI,CENTRO 2,2023-12-28,4656,4548,108,0.9768
SI,CENTRO 2,2023-12-29,4658,4574,84,0.98197
SI,CENTRO 2,2023-12-30,4230,4122,108,0.97447
SI,CENTRO 2,2023-12-31,2149,2112,37,0.98278
SI,CENTRO 2,2024-01-01,953,942,11,0.98846
SI,CENTRO 2,2024-01-02,4189,4088,101,0.97589
SI,CENTRO 2,2024-01-03,4821,4695,126,0.97386
SI,CENTRO 2,2024-01-04,5045,4929,116,0.97701
SI,CENTRO 2,2024-01-05,4874,4752,122,0.97497
SI,CENTRO 2,2024-01-06,4270,4155,115,0.97307
SI,CENTRO 2,2024-01-07,3813,3692,121,0.96827
SI,CENTRO 2,2024-01-08,4584,4485,99,0.9784
SI,CENTRO 2,2024-01-09,4963,4736,227,0.95426
SI,CENTRO 2,2024-01-10,4818,4508,310,0.93566
SI,CENTRO 2,2024-01-11,5031,4784,247,0.9509
SI,CENTRO 2,2024-01-12,4934,4721,213,0.95683
SI,CENTRO 2,2024-01-13,4945,4822,123,0.97513
SI,CENTRO 2,2024-01-14,3924,3790,134,0.96585
SI,CENTRO 2,2024-01-15,4721,4568,153,0.96759
SI,CENTRO 2,2024-01-16,4340,4154,186,0.95714
SI,CENTRO 2,2024-01-17,4860,4696,164,0.96626
SI,CENTRO 2,2024-01-18,5258,5122,136,0.97413
SI,CENTRO 2,2024-01-19,5386,5097,289,0.94634
SI,CENTRO 2,2024-01-20,6139,5948,191,0.96889
SI,CENTRO 2,2024-01-21,4462,4333,129,0.97109
SI,CENTRO 2,2024-01-22,4844,4656,188,0.96119
SI,CENTRO 2,2024-01-23,5772,5523,249,0.95686
SI,CENTRO 2,2024-01-24,4773,4549,224,0.95307
SI,CENTRO 2,2024-01-25,4994,4821,173,0.96536
SI,CENTRO 2,2024-01-26,4885,4699,186,0.96192
SI,CENTRO 2,2024-01-27,4780,4655,125,0.97385
SI,CENTRO 2,2024-01-28,3830,3717,113,0.9705
SI,CENTRO 2,2024-01-29,4784,4636,148,0.96906
SI,CENTRO 2,2024-01-30,4490,4301,189,0.95791
SI,CENTRO 2,2024-01-31,5120,4969,151,0.97051
SI,CENTRO 2,2024-02-01,4765,4629,136,0.97146
SI,CENTRO 2,2024-02-02,4825,4607,218,0.95482
SI,CENTRO 2,2024-02-03,4474,4317,157,0.96491
SI,CENTRO 2,2024-02-04,3711,3464,247,0.93344
SI,CENTRO 2,2024-02-05,3613,3518,95,0.97371
SI,CENTRO 2,2024-02-06,4767,4508,259,0.94567
SI,CENTRO 2,2024-02-07,4803,4662,141,0.97064
SI,CENTRO 2,2024-02-08,4968,4777,191,0.96155
SI,CENTRO 2,2024-02-09,4965,4814,151,0.96959
SI,CENTRO 2,2024-02-10,4962,4873,89,0.98206
SI,CENTRO 2,2024-02-11,3936,3864,72,0.98171
SI,CENTRO 2,2024-02-12,4251,4030,221,0.94801
SI,CENTRO 2,2024-02-13,5013,4748,265,0.94714
SI,CENTRO 2,2024-02-14,5288,5078,210,0.96029
SI,CENTRO 2,2024-02-15,5065,4866,199,0.96071
SI,CENTRO 2,2024-02-16,5004,4709,295,0.94105
SI,CENTRO 2,2024-02-17,4820,4628,192,0.96017
SI,CENTRO 2,2024-02-18,4184,3999,185,0.95578
SI,CENTRO 2,2024-02-19,4988,4696,292,0.94146
SI,CENTRO 2,2024-02-20,4938,4651,287,0.94188
SI,CENTRO 2,2024-02-21,5239,5027,212,0.95953
SI,CENTRO 2,2024-02-22,5357,5080,277,0.94829
SI,CENTRO 2,2024-02-23,4138,3970,168,0.9594
SI,CENTRO 2,2024-02-24,4623,4448,175,0.96215
SI,CENTRO 2,2024-02-25,3943,3790,153,0.9612
SI,CENTRO 2,2024-02-26,4986,4787,199,0.96009
SI,CENTRO 2,2024-02-27,5006,4854,152,0.96964
SI,CENTRO 2,2024-02-28,5403,5267,136,0.97483
SI,CENTRO 2,2024-02-29,5595,5490,105,0.98123
SI,CENTRO 2,2024-03-01,4679,4577,102,0.9782
SI,CENTRO 2,2024-03-02,4750,4678,72,0.98484
SI,CENTRO 2,2024-03-03,3951,3899,52,0.98684
SI,CENTRO 2,2024-03-04,5005,4888,117,0.97662
SI,CENTRO 2,2024-03-05,5217,5066,151,0.97106
SI,CENTRO 2,2024-03-06,5171,5030,141,0.97273
SI,CENTRO 2,2024-03-07,4537,4431,106,0.97664
SI,CENTRO 2,2024-03-08,5023,4907,116,0.97691
SI,CENTRO 2,2024-03-09,4800,4696,104,0.97833
SI,CENTRO 2,2024-03-10,4493,4447,46,0.98976
SI,CENTRO 2,2024-03-11,4892,4769,123,0.97486
SI,CENTRO 2,2024-03-12,4976,4857,119,0.97609
SI,CENTRO 2,2024-03-13,5058,4960,98,0.98062
SI,CENTRO 2,2024-03-14,5125,5006,119,0.97678
SI,CENTRO 2,2024-03-15,4945,4843,102,0.97937
SI,CENTRO 2,2024-03-16,4436,4388,48,0.98918
SI,CENTRO 2,2024-03-17,3913,3875,38,0.99029
SI,CENTRO 2,2024-03-18,3756,3702,54,0.98562
SI,CENTRO 2,2024-03-19,4889,4786,103,0.97893
SI,CENTRO 2,2024-03-20,4658,4548,110,0.97638
SI,CENTRO 2,2024-03-21,4444,4318,126,0.97165
SI,CENTRO 2,2024-03-22,4501,4363,138,0.96934
SI,CENTRO 2,2024-03-23,4385,4314,71,0.98381
SI,CENTRO 2,2024-03-24,3293,3234,59,0.98208
SI,CENTRO 2,2024-03-25,4567,4467,100,0.9781
SI,CENTRO 2,2024-03-26,4482,4362,120,0.97323
SI,CENTRO 2,2024-03-27,4512,4395,117,0.97407
SI,CENTRO 2,2024-03-28,4532,4452,80,0.98235
SI,CENTRO 2,2024-03-29,3936,3854,82,0.97917
SI,CENTRO 2,2024-03-30,3768,3712,56,0.98514
SI,CENTRO 2,2024-03-31,3243,3185,58,0.98212
SI,CENTRO 2,2024-04-01,4181,4070,111,0.97345
SI,CENTRO 2,2024-04-02,4577,4455,122,0.97334
SI,CENTRO 2,2024-04-03,4660,4523,137,0.9706
SI,CENTRO 2,2024-04-04,4700,4485,215,0.95426
SI,CENTRO 2,2024-04-05,4959,4822,137,0.97237
SI,CENTRO 2,2024-04-06,4752,4572,180,0.96212
SI,CENTRO 2,2024-04-07,4060,3944,116,0.97143
SI,CENTRO 2,2024-04-08,4532,4362,170,0.96249
SI,CENTRO 2,2024-04-09,4414,4227,187,0.95763
SI,CENTRO 2,2024-04-10,4585,4400,185,0.95965
SI,CENTRO 2,2024-04-11,4431,4315,116,0.97382
SI,CENTRO 2,2024-04-12,4358,4268,90,0.97935
SI,CENTRO 2,2024-04-13,4413,4318,95,0.97847
SI,CENTRO 2,2024-04-14,3616,3565,51,0.9859
SI,CENTRO 2,2024-04-15,4281,4170,111,0.97407
SI,CENTRO 2,2024-04-16,4595,4463,132,0.97127
SI,CENTRO 2,2024-04-17,4558,4403,155,0.96599
SI,CENTRO 2,2024-04-18,4714,4580,134,0.97157
SI,CENTRO 2,2024-04-19,4596,4466,130,0.97171
SI,CENTRO 2,2024-04-20,4691,4583,108,0.97698
SI,CENTRO 2,2024-04-21,3956,3894,62,0.98433
SI,CENTRO 2,2024-04-22,3517,3421,96,0.9727
SI,CENTRO 2,2024-04-23,4958,4738,220,0.95563
SI,CENTRO 2,2024-04-24,4824,4679,145,0.96994
SI,CENTRO 2,2024-04-25,4768,4631,137,0.97127
SI,CENTRO 2,2024-04-26,4786,4647,139,0.97096
SI,CENTRO 2,2024-04-27,4415,4263,152,0.96557
SI,CENTRO 2,2024-04-28,4033,3957,76,0.98116
SI,CENTRO 2,2024-04-29,4796,4648,148,0.96914
SI,CENTRO 2,2024-04-30,4384,4260,124,0.97172
SI,CENTRO 2,2024-05-01,3144,3068,76,0.97583
SI,CENTRO 2,2024-05-02,4662,4482,180,0.96139
SI,CENTRO 2,2024-05-03,4842,4678,164,0.96613
SI,CENTRO 2,2024-05-04,4131,3976,155,0.96248
SI,CENTRO 2,2024-05-05,3917,3830,87,0.97779
SI,CENTRO 2,2024-05-06,4519,4353,166,0.96327
SI,CENTRO 2,2024-05-07,4596,4418,178,0.96127
SI,CENTRO 2,2024-05-08,4823,4609,214,0.95563
SI,CENTRO 2,2024-05-09,4677,4484,193,0.95873
SI,CENTRO 2,2024-05-10,3908,3758,150,0.96162
SI,CENTRO 2,2024-05-11,4447,4303,144,0.96762
SI,CENTRO 2,2024-05-12,3580,3475,105,0.97067
SI,CENTRO 2,2024-05-13,4515,4338,177,0.9608
SI,CENTRO 2,2024-05-14,4225,4058,167,0.96047
SI,CENTRO 2,2024-05-15,4433,4267,166,0.96255
SI,CENTRO 2,2024-05-16,4406,4253,153,0.96527
SI,CENTRO 2,2024-05-17,4679,4499,180,0.96153
SI,CENTRO 2,2024-05-18,4558,4426,132,0.97104
SI,CENTRO 2,2024-05-19,3456,3374,82,0.97627
SI,CENTRO 2,2024-05-20,4793,4650,143,0.97016
SI,CENTRO 2,2024-05-21,4540,4374,166,0.96344
SI,CENTRO 2,2024-05-22,4625,4454,171,0.96303
SI,CENTRO 2,2024-05-23,4498,4343,155,0.96554
SI,CENTRO 2,2024-05-24,4253,4121,132,0.96896
SI,CENTRO 2,2024-05-25,4581,4444,137,0.97009
SI,CENTRO 2,2024-05-26,3714,3617,97,0.97388
SI,CENTRO 2,2024-05-27,4639,4454,185,0.96012
SI,CENTRO 2,2024-05-28,4734,4561,173,0.96346
SI,CENTRO 2,2024-05-29,4849,4640,209,0.9569
SI,CENTRO 2,2024-05-30,4895,4701,194,0.96037
SI,CENTRO 2,2024-05-31,4465,4287,178,0.96013
SI,CENTRO 2,2024-06-01,4065,3923,142,0.96507
SI,CENTRO 2,2024-06-02,3047,2973,74,0.97571
SI,CENTRO 2,2024-06-03,4364,4161,203,0.95348
SI,CENTRO 2,2024-06-05,4726,4540,186,0.96064
SI,CENTRO 2,2024-06-06,4636,4408,228,0.95082
SI,CENTRO 2,2024-06-07,4720,4489,231,0.95106
SI,CENTRO 2,2024-06-08,4681,4536,145,0.96902
SI,CENTRO 2,2024-06-09,4068,3961,107,0.9737
SI,CENTRO 2,2024-06-10,4287,4101,186,0.95661
SI,CENTRO 2,2024-06-11,4730,4532,198,0.95814
SI,CENTRO 2,2024-06-12,4967,4712,255,0.94866
SI,CENTRO 2,2024-06-13,4801,4603,198,0.95876
SI,CENTRO 2,2024-06-14,4658,4457,201,0.95685
SI,CENTRO 2,2024-06-15,4356,4241,115,0.9736
SI,CENTRO 2,2024-06-16,3671,3586,85,0.97685
SI,CENTRO 2,2024-06-17,4750,4566,184,0.96126
SI,CENTRO 2,2024-06-18,4801,4635,166,0.96542
SI,CENTRO 2,2024-06-19,4673,4544,129,0.97239
SI,CENTRO 2,2024-06-20,4669,4491,178,0.96188
SI,CENTRO 2,2024-06-21,4608,4459,149,0.96766
SI,CENTRO 2,2024-06-22,4619,4475,144,0.96882
SI,CENTRO 2,2024-06-23,14096,14009,87,0.99383
SI,CENTRO 2,2024-06-24,4802,4618,184,0.96168
SI,CENTRO 2,2024-06-25,4684,4545,139,0.97032
SI,CENTRO 2,2024-06-26,4915,4729,186,0.96216
SI,CENTRO 2,2024-06-27,4829,4676,153,0.96832
SI,CENTRO 2,2024-06-28,4970,4786,184,0.96298
SI,CENTRO 2,2024-06-29,4682,4534,148,0.96839
SI,CENTRO 2,2024-06-30,7760,7657,103,0.98673
SI,CENTRO 2,2024-07-01,4151,3978,173,0.95832
SI,CENTRO 2,2024-07-02,4783,4585,198,0.9586
SI,CENTRO 2,2024-07-03,4716,4513,203,0.95696
SI,CENTRO 2,2024-07-04,4849,4659,190,0.96082
SI,CENTRO 2,2024-07-05,4922,4722,200,0.95937
SI,CENTRO 2,2024-07-06,4667,4531,136,0.97086
SI,CENTRO 2,2024-07-07,3960,3829,131,0.96692
SI,CENTRO 2,2024-07-08,4715,4531,184,0.96098
SI,CENTRO 2,2024-07-09,4520,4345,175,0.96128
SI,CENTRO 2,2024-07-10,4844,4597,247,0.94901
SI,CENTRO 2,2024-07-11,4867,4670,197,0.95952
SI,CENTRO 2,2024-07-12,4874,4685,189,0.96122
SI,CENTRO 2,2024-07-13,4431,4299,132,0.97021
SI,CENTRO 2,2024-07-14,3633,3531,102,0.97192
SI,CENTRO 2,2024-07-15,4457,4280,177,0.96029
SI,CENTRO 2,2024-07-16,4524,4316,208,0.95402
SI,CENTRO 2,2024-07-17,4643,4419,224,0.95176
SI,CENTRO 2,2024-07-18,4611,4406,205,0.95554
SI,CENTRO 2,2024-07-19,4481,4238,243,0.94577
SI,CENTRO 2,2024-07-20,4525,4370,155,0.96575
SI,CENTRO 2,2024-07-21,3836,3721,115,0.97002
SI,NORESTE-FRONTERA,2023-08-01,3323,1261,2062,0.37948
SI,NORESTE-FRONTERA,2023-08-02,3545,1589,1956,0.44824
SI,NORESTE-FRONTERA,2023-08-03,3518,1485,2033,0.42211
SI,NORESTE-FRONTERA,2023-08-04,3561,2187,1374,0.61415
SI,NORESTE-FRONTERA,2023-08-05,3411,1823,1588,0.53445
SI,NORESTE-FRONTERA,2023-08-06,2782,1309,1473,0.47052
SI,NORESTE-FRONTERA,2023-08-07,3484,1772,1712,0.50861
SI,NORESTE-FRONTERA,2023-08-08,4327,3575,752,0.82621
SI,NORESTE-FRONTERA,2023-08-09,4218,3399,819,0.80583
SI,NORESTE-FRONTERA,2023-08-10,4585,3691,894,0.80502
SI,NORESTE-FRONTERA,2023-08-11,4452,3488,964,0.78347
SI,NORESTE-FRONTERA,2023-08-12,4177,3214,963,0.76945
SI,NORESTE-FRONTERA,2023-08-13,3450,2557,893,0.74116
SI,NORESTE-FRONTERA,2023-08-14,4339,3188,1151,0.73473
SI,NORESTE-FRONTERA,2023-08-15,4304,3236,1068,0.75186
SI,NORESTE-FRONTERA,2023-08-16,4360,3322,1038,0.76193
SI,NORESTE-FRONTERA,2023-08-17,4788,3554,1234,0.74227
SI,NORESTE-FRONTERA,2023-08-18,4061,2818,1243,0.69392
SI,NORESTE-FRONTERA,2023-08-19,3914,2431,1483,0.6211
SI,NORESTE-FRONTERA,2023-08-20,2939,1915,1024,0.65158
SI,NORESTE-FRONTERA,2023-08-21,3830,2383,1447,0.62219
SI,NORESTE-FRONTERA,2023-08-22,6154,4703,1451,0.76422
SI,NORESTE-FRONTERA,2023-08-23,5703,4312,1391,0.75609
SI,NORESTE-FRONTERA,2023-08-24,5323,3952,1371,0.74244
SI,NORESTE-FRONTERA,2023-08-25,5422,3967,1455,0.73165
SI,NORESTE-FRONTERA,2023-08-26,4924,3503,1421,0.71141
SI,NORESTE-FRONTERA,2023-08-27,4293,2966,1327,0.69089
SI,NORESTE-FRONTERA,2023-08-28,5206,3911,1295,0.75125
SI,NORESTE-FRONTERA,2023-08-29,5746,4211,1535,0.73286
SI,NORESTE-FRONTERA,2023-08-30,5098,3699,1399,0.72558
SI,NORESTE-FRONTERA,2023-08-31,4783,3630,1153,0.75894
SI,NORESTE-FRONTERA,2023-09-01,4303,3295,1008,0.76574
SI,NORESTE-FRONTERA,2023-09-02,4446,3577,869,0.80454
SI,NORESTE-FRONTERA,2023-09-03,3656,2967,689,0.81154
SI,NORESTE-FRONTERA,2023-09-04,4575,3666,909,0.80131
SI,NORESTE-FRONTERA,2023-09-05,4490,3565,925,0.79399
SI,NORESTE-FRONTERA,2023-09-06,4663,3610,1053,0.77418
SI,NORESTE-FRONTERA,2023-09-07,4445,3577,868,0.80472
SI,NORESTE-FRONTERA,2023-09-08,4668,3780,888,0.80977
SI,NORESTE-FRONTERA,2023-09-09,4367,3500,867,0.80147
SI,NORESTE-FRONTERA,2023-09-10,3699,2945,754,0.79616
SI,NORESTE-FRONTERA,2023-09-11,4412,3549,863,0.8044
SI,NORESTE-FRONTERA,2023-09-12,4322,3428,894,0.79315
SI,NORESTE-FRONTERA,2023-09-13,4446,3494,952,0.78587
SI,NORESTE-FRONTERA,2023-09-14,4455,3387,1068,0.76027
SI,NORESTE-FRONTERA,2023-09-15,3998,3286,712,0.82191
SI,NORESTE-FRONTERA,2023-09-16,3035,2393,642,0.78847
SI,NORESTE-FRONTERA,2023-09-17,3260,2613,647,0.80153
SI,NORESTE-FRONTERA,2023-09-18,4318,3316,1002,0.76795
SI,NORESTE-FRONTERA,2023-09-19,4504,3406,1098,0.75622
SI,NORESTE-FRONTERA,2023-09-20,4153,3224,929,0.77631
SI,NORESTE-FRONTERA,2023-09-21,4276,3223,1053,0.75374
SI,NORESTE-FRONTERA,2023-09-22,4276,3420,856,0.79981
SI,NORESTE-FRONTERA,2023-09-23,4116,3305,811,0.80296
SI,NORESTE-FRONTERA,2023-09-24,3347,2659,688,0.79444
SI,NORESTE-FRONTERA,2023-09-25,4270,3347,923,0.78384
SI,NORESTE-FRONTERA,2023-09-26,4132,3200,932,0.77444
SI,NORESTE-FRONTERA,2023-09-27,4242,3269,973,0.77063
SI,NORESTE-FRONTERA,2023-09-28,3966,3090,876,0.77912
SI,NORESTE-FRONTERA,2023-09-29,3913,3065,848,0.78329
SI,NORESTE-FRONTERA,2023-09-30,3730,2935,795,0.78686
SI,NORESTE-FRONTERA,2023-10-01,2952,2360,592,0.79946
SI,NORESTE-FRONTERA,2023-10-02,3778,2914,864,0.77131
SI,NORESTE-FRONTERA,2023-10-03,3959,3103,856,0.78378
SI,NORESTE-FRONTERA,2023-10-04,4201,3482,719,0.82885
SI,NORESTE-FRONTERA,2023-10-05,3944,3316,628,0.84077
SI,NORESTE-FRONTERA,2023-10-06,3914,3407,507,0.87046
SI,NORESTE-FRONTERA,2023-10-07,4038,3550,488,0.87915
SI,NORESTE-FRONTERA,2023-10-08,3354,2867,487,0.8548
SI,NORESTE-FRONTERA,2023-10-09,4296,3625,671,0.84381
SI,NORESTE-FRONTERA,2023-10-10,4095,3525,570,0.86081
SI,NORESTE-FRONTERA,2023-10-11,4132,3540,592,0.85673
SI,NORESTE-FRONTERA,2023-10-12,4578,4048,530,0.88423
SI,NORESTE-FRONTERA,2023-10-13,3978,3488,490,0.87682
SI,NORESTE-FRONTERA,2023-10-14,3620,3272,348,0.90387
SI,NORESTE-FRONTERA,2023-10-15,2834,2558,276,0.90261
SI,NORESTE-FRONTERA,2023-10-16,3808,3542,266,0.93015
SI,NORESTE-FRONTERA,2023-10-17,3842,3663,179,0.95341
SI,NORESTE-FRONTERA,2023-10-18,4030,3996,34,0.99156
SI,NORESTE-FRONTERA,2023-10-19,3959,3900,59,0.9851
SI,NORESTE-FRONTERA,2023-10-20,3533,3463,70,0.98019
SI,NORESTE-FRONTERA,2023-10-21,3546,3484,62,0.98252
SI,NORESTE-FRONTERA,2023-10-22,2794,2746,48,0.98282
SI,NORESTE-FRONTERA,2023-10-23,3680,3621,59,0.98397
SI,NORESTE-FRONTERA,2023-10-24,3730,3644,86,0.97694
SI,NORESTE-FRONTERA,2023-10-25,3963,3889,74,0.98133
SI,NORESTE-FRONTERA,2023-10-26,4017,3953,64,0.98407
SI,NORESTE-FRONTERA,2023-10-27,4104,4010,94,0.9771
SI,NORESTE-FRONTERA,2023-10-28,3753,3692,61,0.98375
SI,NORESTE-FRONTERA,2023-10-29,2933,2884,49,0.98329
SI,NORESTE-FRONTERA,2023-10-30,3408,3350,58,0.98298
SI,NORESTE-FRONTERA,2023-10-31,3430,3361,69,0.97988
SI,NORESTE-FRONTERA,2023-11-01,3449,3361,88,0.97449
SI,NORESTE-FRONTERA,2023-11-02,3546,3463,83,0.97659
SI,NORESTE-FRONTERA,2023-11-03,3577,3482,95,0.97344
SI,NORESTE-FRONTERA,2023-11-04,3511,3448,63,0.98206
SI,NORESTE-FRONTERA,2023-11-05,2908,2862,46,0.98418
SI,NORESTE-FRONTERA,2023-11-06,3494,3426,68,0.98054
SI,NORESTE-FRONTERA,2023-11-07,3786,3693,93,0.97544
SI,NORESTE-FRONTERA,2023-11-08,4068,3982,86,0.97886
SI,NORESTE-FRONTERA,2023-11-09,3863,3787,76,0.98033
SI,NORESTE-FRONTERA,2023-11-10,3631,3556,75,0.97934
SI,NORESTE-FRONTERA,2023-11-11,3600,3526,74,0.97944
SI,NORESTE-FRONTERA,2023-11-12,2987,2924,63,0.97891
SI,NORESTE-FRONTERA,2023-11-13,3663,3571,92,0.97488
SI,NORESTE-FRONTERA,2023-11-14,3745,3644,101,0.97303
SI,NORESTE-FRONTERA,2023-11-15,3608,3520,88,0.97561
SI,NORESTE-FRONTERA,2023-11-16,3615,3530,85,0.97649
SI,NORESTE-FRONTERA,2023-11-17,3891,3813,78,0.97995
SI,NORESTE-FRONTERA,2023-11-18,3874,3812,62,0.984
SI,NORESTE-FRONTERA,2023-11-19,3061,3007,54,0.98236
SI,NORESTE-FRONTERA,2023-11-20,3033,2965,68,0.97758
SI,NORESTE-FRONTERA,2023-11-21,3772,3674,98,0.97402
SI,NORESTE-FRONTERA,2023-11-22,3915,3816,99,0.97471
SI,NORESTE-FRONTERA,2023-11-23,3996,3921,75,0.98123
SI,NORESTE-FRONTERA,2023-11-24,4125,4025,100,0.97576
SI,NORESTE-FRONTERA,2023-11-25,3832,3756,76,0.98017
SI,NORESTE-FRONTERA,2023-11-26,3158,3110,48,0.9848
SI,NORESTE-FRONTERA,2023-11-27,3932,3822,110,0.97202
SI,NORESTE-FRONTERA,2023-11-28,3756,3630,126,0.96645
SI,NORESTE-FRONTERA,2023-11-29,3826,3735,91,0.97622
SI,NORESTE-FRONTERA,2023-11-30,3994,3917,77,0.98072
SI,NORESTE-FRONTERA,2023-12-01,3638,3561,77,0.97883
SI,NORESTE-FRONTERA,2023-12-02,3764,3684,80,0.97875
SI,NORESTE-FRONTERA,2023-12-03,2973,2929,44,0.9852
SI,NORESTE-FRONTERA,2023-12-04,3970,3889,81,0.9796
SI,NORESTE-FRONTERA,2023-12-05,3859,3760,99,0.97435
SI,NORESTE-FRONTERA,2023-12-06,3975,3891,84,0.97887
SI,NORESTE-FRONTERA,2023-12-07,4009,3921,88,0.97805
SI,NORESTE-FRONTERA,2023-12-08,4062,3981,81,0.98006
SI,NORESTE-FRONTERA,2023-12-09,3650,3546,104,0.97151
SI,NORESTE-FRONTERA,2023-12-10,3280,3237,43,0.98689
SI,NORESTE-FRONTERA,2023-12-11,4118,4046,72,0.98252
SI,NORESTE-FRONTERA,2023-12-12,4026,3957,69,0.98286
SI,NORESTE-FRONTERA,2023-12-13,3676,3595,81,0.97797
SI,NORESTE-FRONTERA,2023-12-14,3721,3648,73,0.98038
SI,NORESTE-FRONTERA,2023-12-15,3613,3524,89,0.97537
SI,NORESTE-FRONTERA,2023-12-16,3383,3329,54,0.98404
SI,NORESTE-FRONTERA,2023-12-17,2713,2667,46,0.98304
SI,NORESTE-FRONTERA,2023-12-18,3482,3421,61,0.98248
SI,NORESTE-FRONTERA,2023-12-19,3843,3779,64,0.98335
SI,NORESTE-FRONTERA,2023-12-20,3525,3441,84,0.97617
SI,NORESTE-FRONTERA,2023-12-21,3589,3528,61,0.983
SI,NORESTE-FRONTERA,2023-12-22,3680,3598,82,0.97772
SI,NORESTE-FRONTERA,2023-12-23,3356,3298,58,0.98272
SI,NORESTE-FRONTERA,2023-12-24,2481,2424,57,0.97703
SI,NORESTE-FRONTERA,2023-12-25,1315,1283,32,0.97567
SI,NORESTE-FRONTERA,2023-12-26,3373,3304,69,0.97954
SI,NORESTE-FRONTERA,2023-12-27,3763,3692,71,0.98113
SI,NORESTE-FRONTERA,2023-12-28,3515,3438,77,0.97809
SI,NORESTE-FRONTERA,2023-12-29,3593,3522,71,0.98024
SI,NORESTE-FRONTERA,2023-12-30,3355,3281,74,0.97794
SI,NORESTE-FRONTERA,2023-12-31,2237,2209,28,0.98748
SI,NORESTE-FRONTERA,2024-01-01,762,756,6,0.99213
SI,NORESTE-FRONTERA,2024-01-02,3087,3034,53,0.98283
SI,NORESTE-FRONTERA,2024-01-03,3746,3664,82,0.97811
SI,NORESTE-FRONTERA,2024-01-04,3744,3680,64,0.98291
SI,NORESTE-FRONTERA,2024-01-05,3743,3669,74,0.98023
SI,NORESTE-FRONTERA,2024-01-06,3681,3606,75,0.97963
