DESPACHO CENTRALIZADO,PLAZA,FechaF,Asignaciones_totales,Asignaciones_automaticas,Asignaciones_manuales,PorcAA
SI,SAN LUIS POTOSI,2023-02-14,412,395,17,0.95874
SI,SAN LUIS POTOSI,2023-02-15,339,331,8,0.9764
SI,SAN LUIS POTOSI,2023-02-16,389,381,8,0.97943
SI,SAN LUIS POTOSI,2023-02-17,353,347,6,0.983
SI,SAN LUIS POTOSI,2023-02-18,400,393,7,0.9825
SI,SAN LUIS POTOSI,2023-02-19,194,185,9,0.95361
SI,SAN LUIS POTOSI,2023-02-20,366,359,7,0.98087
SI,SAN LUIS POTOSI,2023-02-21,410,402,8,0.98049
SI,SAN LUIS POTOSI,2023-02-22,400,396,4,0.99
SI,SAN LUIS POTOSI,2023-02-23,392,386,6,0.98469
SI,SAN LUIS POTOSI,2023-02-24,378,373,5,0.98677
SI,SAN LUIS POTOSI,2023-02-25,385,368,17,0.95584
SI,SAN LUIS POTOSI,2023-02-26,232,224,8,0.96552
SI,SAN LUIS POTOSI,2023-02-27,406,390,16,0.96059
SI,SAN LUIS POTOSI,2023-02-28,381,372,9,0.97638
SI,SAN LUIS POTOSI,2023-03-01,349,338,11,0.96848
SI,SAN LUIS POTOSI,2023-03-02,363,352,11,0.9697
SI,SAN LUIS POTOSI,2023-03-03,383,372,11,0.97128
SI,SAN LUIS POTOSI,2023-03-04,406,400,6,0.98522
SI,SAN LUIS POTOSI,2023-03-05,219,216,3,0.9863
SI,SAN LUIS POTOSI,2023-03-06,338,336,2,0.99408
SI,SAN LUIS POTOSI,2023-03-07,355,347,8,0.97746
SI,SAN LUIS POTOSI,2023-03-08,405,400,5,0.98765
SI,SAN LUIS POTOSI,2023-03-09,407,402,5,0.98771
SI,SAN LUIS POTOSI,2023-03-10,466,459,7,0.98498
SI,SAN LUIS POTOSI,2023-03-11,477,473,4,0.99161
SI,SAN LUIS POTOSI,2023-03-12,223,218,5,0.97758
SI,SAN LUIS POTOSI,2023-03-13,419,408,11,0.97375
SI,SAN LUIS POTOSI,2023-03-14,412,404,8,0.98058
SI,SAN LUIS POTOSI,2023-03-15,417,417,0,1
SI,SAN LUIS POTOSI,2023-03-16,423,423,0,1
SI,SAN LUIS POTOSI,2023-03-17,407,406,1,0.99754
SI,SAN LUIS POTOSI,2023-03-18,401,397,4,0.99002
SI,SAN LUIS POTOSI,2023-03-19,196,195,1,0.9949
SI,SAN LUIS POTOSI,2023-03-20,450,448,2,0.99556
SI,SAN LUIS POTOSI,2023-03-21,370,369,1,0.9973
SI,SAN LUIS POTOSI,2023-03-22,383,382,1,0.99739
SI,SAN LUIS POTOSI,2023-03-23,395,394,1,0.99747
SI,SAN LUIS POTOSI,2023-03-24,314,312,2,0.99363
SI,SAN LUIS POTOSI,2023-03-25,409,408,1,0.99756
SI,SAN LUIS POTOSI,2023-03-26,191,191,0,1
SI,SAN LUIS POTOSI,2023-03-27,368,368,0,1
SI,SAN LUIS POTOSI,2023-03-28,361,360,1,0.99723
SI,SAN LUIS POTOSI,2023-03-29,325,324,1,0.99692
SI,SAN LUIS POTOSI,2023-03-30,347,347,0,1
SI,SAN LUIS POTOSI,2023-03-31,313,312,1,0.99681
SI,SAN LUIS POTOSI,2023-04-01,360,358,2,0.99444
SI,SAN LUIS POTOSI,2023-04-02,206,206,0,1
SI,SAN LUIS POTOSI,2023-04-03,395,391,4,0.98987
SI,SAN LUIS POTOSI,2023-04-04,402,402,0,1
SI,SAN LUIS POTOSI,2023-04-05,353,352,1,0.99717
SI,SAN LUIS POTOSI,2023-04-06,391,391,0,1
SI,SAN LUIS POTOSI,2023-04-07,385,385,0,1
SI,SAN LUIS POTOSI,2023-04-08,364,364,0,1
SI,SAN LUIS POTOSI,2023-04-09,219,218,1,0.99543
SI,SAN LUIS POTOSI,2023-04-10,326,326,0,1
SI,SAN LUIS POTOSI,2023-04-11,411,411,0,1
SI,SAN LUIS POTOSI,2023-04-12,411,411,0,1
SI,SAN LUIS POTOSI,2023-04-13,429,428,1,0.99767
SI,SAN LUIS POTOSI,2023-04-14,387,387,0,1
SI,SAN LUIS POTOSI,2023-04-15,341,340,1,0.99707
SI,SAN LUIS POTOSI,2023-04-16,201,201,0,1
SI,SAN LUIS POTOSI,2023-04-17,351,351,0,1
SI,SAN LUIS POTOSI,2023-04-18,376,376,0,1
SI,SAN LUIS POTOSI,2023-04-19,387,387,0,1
SI,SAN LUIS POTOSI,2023-04-20,434,432,2,0.99539
SI,SAN LUIS POTOSI,2023-04-21,392,392,0,1
SI,SAN LUIS POTOSI,2023-04-22,465,465,0,1
SI,SAN LUIS POTOSI,2023-04-23,252,251,1,0.99603
SI,SAN LUIS POTOSI,2023-04-24,346,346,0,1
SI,SAN LUIS POTOSI,2023-04-25,367,366,1,0.99728
SI,SAN LUIS POTOSI,2023-04-26,394,394,0,1
SI,SAN LUIS POTOSI,2023-04-27,345,345,0,1
SI,SAN LUIS POTOSI,2023-04-28,317,317,0,1
SI,SAN LUIS POTOSI,2023-04-29,358,357,1,0.99721
SI,SAN LUIS POTOSI,2023-04-30,322,322,0,1
SI,SAN LUIS POTOSI,2023-05-01,264,263,1,0.99621
SI,SAN LUIS POTOSI,2023-05-02,310,309,1,0.99677
SI,SAN LUIS POTOSI,2023-05-03,342,340,2,0.99415
SI,SAN LUIS POTOSI,2023-05-04,387,387,0,1
SI,SAN LUIS POTOSI,2023-05-05,420,420,0,1
SI,SAN LUIS POTOSI,2023-05-06,453,451,2,0.99558
SI,SAN LUIS POTOSI,2023-05-07,383,381,2,0.99478
SI,SAN LUIS POTOSI,2023-05-08,413,412,1,0.99758
SI,SAN LUIS POTOSI,2023-05-09,466,465,1,0.99785
SI,SAN LUIS POTOSI,2023-05-10,377,377,0,1
SI,SAN LUIS POTOSI,2023-05-11,372,372,0,1
SI,SAN LUIS POTOSI,2023-05-12,368,368,0,1
SI,SAN LUIS POTOSI,2023-05-13,383,383,0,1
SI,SAN LUIS POTOSI,2023-05-14,315,315,0,1
SI,SAN LUIS POTOSI,2023-05-15,378,378,0,1
SI,SAN LUIS POTOSI,2023-05-16,382,379,3,0.99215
SI,TAMPICO,2023-01-01,30,23,7,0.76667
SI,TAMPICO,2023-01-02,73,42,31,0.57534
SI,TAMPICO,2023-01-03,92,62,30,0.67391
SI,TAMPICO,2023-01-04,108,72,36,0.66667
SI,TAMPICO,2023-01-05,117,88,29,0.75214
SI,TAMPICO,2023-01-06,112,79,33,0.70536
SI,TAMPICO,2023-01-07,106,81,25,0.76415
SI,TAMPICO,2023-01-08,82,60,22,0.73171
SI,TAMPICO,2023-01-09,95,68,27,0.71579
SI,TAMPICO,2023-01-10,89,67,22,0.75281
SI,TAMPICO,2023-01-11,112,80,32,0.71429
SI,TAMPICO,2023-01-12,111,76,35,0.68468
SI,TAMPICO,2023-01-13,93,73,20,0.78495
SI,TAMPICO,2023-01-14,102,89,13,0.87255
SI,TAMPICO,2023-01-15,77,65,12,0.84416
SI,TAMPICO,2023-01-16,84,65,19,0.77381
SI,TAMPICO,2023-01-17,101,83,18,0.82178
SI,TAMPICO,2023-01-18,107,85,22,0.79439
SI,TAMPICO,2023-01-19,105,82,23,0.78095
SI,TAMPICO,2023-01-20,118,99,19,0.83898
SI,TAMPICO,2023-01-21,100,80,20,0.8
SI,TAMPICO,2023-01-22,63,41,22,0.65079
SI,TAMPICO,2023-01-23,95,56,39,0.58947
SI,TAMPICO,2023-01-24,117,103,14,0.88034
SI,TAMPICO,2023-01-25,104,89,15,0.85577
SI,TAMPICO,2023-01-26,101,85,16,0.84158
SI,TAMPICO,2023-01-27,98,83,15,0.84694
SI,TAMPICO,2023-01-28,90,73,17,0.81111
SI,TAMPICO,2023-01-29,78,70,8,0.89744
SI,TAMPICO,2023-01-30,91,76,15,0.83516
SI,TAMPICO,2023-01-31,110,95,15,0.86364
SI,TAMPICO,2023-02-01,122,108,14,0.88525
SI,TAMPICO,2023-02-02,99,82,17,0.82828
SI,TAMPICO,2023-02-03,110,92,18,0.83636
SI,TAMPICO,2023-02-04,87,72,15,0.82759
SI,TAMPICO,2023-02-05,63,57,6,0.90476
SI,TAMPICO,2023-02-06,107,90,17,0.84112
SI,TAMPICO,2023-02-07,111,99,12,0.89189
SI,TAMPICO,2023-02-08,113,101,12,0.89381
SI,TAMPICO,2023-02-09,116,97,19,0.83621
SI,TAMPICO,2023-02-10,122,108,14,0.88525
SI,TAMPICO,2023-02-11,103,91,12,0.8835
SI,TAMPICO,2023-02-12,66,62,4,0.93939
SI,TAMPICO,2023-02-13,107,93,14,0.86916
SI,TAMPICO,2023-02-14,106,89,17,0.83962
SI,TAMPICO,2023-02-15,91,76,15,0.83516
SI,TAMPICO,2023-02-16,91,80,11,0.87912
SI,TAMPICO,2023-02-17,109,99,10,0.90826
SI,TAMPICO,2023-02-18,104,93,11,0.89423
SI,TAMPICO,2023-02-19,77,67,10,0.87013
SI,TAMPICO,2023-02-20,108,89,19,0.82407
SI,TAMPICO,2023-02-21,97,87,10,0.89691
SI,TAMPICO,2023-02-22,115,98,17,0.85217
SI,TAMPICO,2023-02-23,107,96,11,0.8972
SI,TAMPICO,2023-02-24,109,96,13,0.88073
SI,TAMPICO,2023-02-25,100,84,16,0.84
SI,TAMPICO,2023-02-26,71,66,5,0.92958
SI,TAMPICO,2023-02-27,95,90,5,0.94737
SI,TAMPICO,2023-02-28,99,85,14,0.85859
SI,TAMPICO,2023-03-01,116,99,17,0.85345
SI,TAMPICO,2023-03-02,103,78,25,0.75728
SI,TAMPICO,2023-03-03,97,80,17,0.82474
SI,TAMPICO,2023-03-04,97,85,12,0.87629
SI,TAMPICO,2023-03-05,53,50,3,0.9434
SI,TAMPICO,2023-03-06,134,103,31,0.76866
SI,TAMPICO,2023-03-07,117,93,24,0.79487
SI,TAMPICO,2023-03-08,121,108,13,0.89256
SI,TAMPICO,2023-03-09,131,114,17,0.87023
SI,TAMPICO,2023-03-10,120,95,25,0.79167
SI,TAMPICO,2023-03-11,138,122,16,0.88406
SI,TAMPICO,2023-03-12,92,77,15,0.83696
SI,TAMPICO,2023-03-13,114,90,24,0.78947
SI,TAMPICO,2023-03-14,118,94,24,0.79661
SI,TAMPICO,2023-03-15,106,90,16,0.84906
SI,TAMPICO,2023-03-16,100,92,8,0.92
SI,TAMPICO,2023-03-17,110,104,6,0.94545
SI,TAMPICO,2023-03-18,122,103,19,0.84426
SI,TAMPICO,2023-03-19,104,82,22,0.78846
SI,TAMPICO,2023-03-20,112,89,23,0.79464
SI,TAMPICO,2023-03-21,132,120,12,0.90909
SI,TAMPICO,2023-03-22,124,110,14,0.8871
SI,TAMPICO,2023-03-23,113,108,5,0.95575
SI,TAMPICO,2023-03-24,129,116,13,0.89922
SI,TAMPICO,2023-03-25,116,100,16,0.86207
SI,TAMPICO,2023-03-26,67,64,3,0.95522
SI,TAMPICO,2023-03-27,137,126,11,0.91971
SI,TAMPICO,2023-03-28,110,101,9,0.91818
SI,TAMPICO,2023-03-29,89,82,7,0.92135
SI,TAMPICO,2023-03-30,103,93,10,0.90291
SI,TAMPICO,2023-03-31,108,96,12,0.88889
SI,TAMPICO,2023-04-01,115,101,14,0.87826
SI,TAMPICO,2023-04-02,86,66,20,0.76744
SI,TAMPICO,2023-04-03,141,122,19,0.86525
SI,TAMPICO,2023-04-04,136,123,13,0.90441
SI,TAMPICO,2023-04-05,137,121,16,0.88321
SI,TAMPICO,2023-04-06,100,76,24,0.76
SI,TAMPICO,2023-04-07,90,70,20,0.77778
SI,TAMPICO,2023-04-08,78,51,27,0.65385
SI,TAMPICO,2023-04-09,58,45,13,0.77586
SI,TAMPICO,2023-04-10,97,63,34,0.64948
SI,TAMPICO,2023-04-11,101,66,35,0.65347
SI,TAMPICO,2023-04-12,111,83,28,0.74775
SI,TAMPICO,2023-04-13,101,67,34,0.66337
SI,TAMPICO,2023-04-14,104,87,17,0.83654
SI,TAMPICO,2023-04-15,106,95,11,0.89623
SI,TAMPICO,2023-04-16,82,66,16,0.80488
SI,TAMPICO,2023-04-17,117,107,10,0.91453
SI,TAMPICO,2023-04-18,121,98,23,0.80992
SI,TAMPICO,2023-04-19,120,103,17,0.85833
SI,TAMPICO,2023-04-20,98,75,23,0.76531
SI,TAMPICO,2023-04-21,94,86,8,0.91489
SI,TAMPICO,2023-04-22,103,91,12,0.8835
SI,TAMPICO,2023-04-23,85,71,14,0.83529
SI,TAMPICO,2023-04-24,109,94,15,0.86239
SI,TAMPICO,2023-04-25,117,104,13,0.88889
SI,TAMPICO,2023-04-26,80,72,8,0.9
SI,TAMPICO,2023-04-27,90,74,16,0.82222
SI,TAMPICO,2023-04-28,77,63,14,0.81818
SI,TAMPICO,2023-04-29,88,74,14,0.84091
SI,TAMPICO,2023-04-30,86,80,6,0.93023
SI,TAMPICO,2023-05-01,88,75,13,0.85227
SI,TAMPICO,2023-05-02,99,75,24,0.75758
SI,TAMPICO,2023-05-03,95,72,23,0.75789
SI,TAMPICO,2023-05-04,97,77,20,0.79381
SI,TAMPICO,2023-05-05,100,85,15,0.85
SI,TAMPICO,2023-05-06,85,77,8,0.90588
SI,TAMPICO,2023-05-07,75,65,10,0.86667
SI,TAMPICO,2023-05-08,90,73,17,0.81111
SI,TAMPICO,2023-05-09,91,77,14,0.84615
SI,TAMPICO,2023-05-10,105,84,21,0.8
SI,TAMPICO,2023-05-11,79,66,13,0.83544
SI,TAMPICO,2023-05-12,75,56,19,0.74667
SI,TAMPICO,2023-05-13,72,56,16,0.77778
SI,TAMPICO,2023-05-14,83,70,13,0.84337
SI,TAMPICO,2023-05-15,88,68,20,0.77273
SI,TAMPICO,2023-05-16,88,72,16,0.81818
SI,TEPIC,2023-01-01,12,12,0,1
SI,TEPIC,2023-01-02,33,33,0,1
SI,TEPIC,2023-01-03,35,35,0,1
SI,TEPIC,2023-01-04,50,49,1,0.98
SI,TEPIC,2023-01-05,45,44,1,0.97778
SI,TEPIC,2023-01-06,35,35,0,1
SI,TEPIC,2023-01-07,39,39,0,1
SI,TEPIC,2023-01-08,15,14,1,0.93333
SI,TEPIC,2023-01-09,37,37,0,1
SI,TEPIC,2023-01-10,45,45,0,1
SI,TEPIC,2023-01-11,38,31,7,0.81579
SI,TEPIC,2023-01-12,42,39,3,0.92857
SI,TEPIC,2023-01-13,44,40,4,0.90909
SI,TEPIC,2023-01-14,51,45,6,0.88235
SI,TEPIC,2023-01-15,28,28,0,1
SI,TEPIC,2023-01-16,45,43,2,0.95556
SI,TEPIC,2023-01-17,46,46,0,1
SI,TEPIC,2023-01-18,41,41,0,1
SI,TEPIC,2023-01-19,52,52,0,1
SI,TEPIC,2023-01-20,47,47,0,1
SI,TEPIC,2023-01-21,36,30,6,0.83333
SI,TEPIC,2023-01-22,33,32,1,0.9697
SI,TEPIC,2023-01-23,34,33,1,0.97059
SI,TEPIC,2023-01-24,35,35,0,1
SI,TEPIC,2023-01-25,53,53,0,1
SI,TEPIC,2023-01-26,45,45,0,1
SI,TEPIC,2023-01-27,46,46,0,1
SI,TEPIC,2023-01-28,45,36,9,0.8
SI,TEPIC,2023-01-29,30,30,0,1
SI,TEPIC,2023-01-30,51,51,0,1
SI,TEPIC,2023-01-31,36,35,1,0.97222
SI,TEPIC,2023-02-01,55,49,6,0.89091
SI,TEPIC,2023-02-02,46,43,3,0.93478
SI,TEPIC,2023-02-03,36,26,10,0.72222
SI,TEPIC,2023-02-04,59,52,7,0.88136
SI,TEPIC,2023-02-05,28,28,0,1
SI,TEPIC,2023-02-06,36,36,0,1
SI,TEPIC,2023-02-07,41,40,1,0.97561
SI,TEPIC,2023-02-08,37,37,0,1
SI,TEPIC,2023-02-09,47,39,8,0.82979
SI,TEPIC,2023-02-10,37,37,0,1
SI,TEPIC,2023-02-11,41,41,0,1
SI,TEPIC,2023-02-12,19,19,0,1
SI,TEPIC,2023-02-13,40,39,1,0.975
SI,TEPIC,2023-02-14,42,42,0,1
SI,TEPIC,2023-02-15,39,39,0,1
SI,TEPIC,2023-02-16,56,56,0,1
SI,TEPIC,2023-02-17,55,54,1,0.98182
SI,TEPIC,2023-02-18,36,36,0,1
SI,TEPIC,2023-02-19,21,21,0,1
SI,TEPIC,2023-02-20,37,37,0,1
SI,TEPIC,2023-02-21,50,50,0,1
SI,TEPIC,2023-02-22,36,36,0,1
SI,TEPIC,2023-02-23,54,54,0,1
SI,TEPIC,2023-02-24,44,44,0,1
SI,TEPIC,2023-02-25,53,53,0,1
SI,TEPIC,2023-02-26,19,19,0,1
SI,TEPIC,2023-02-27,40,39,1,0.975
SI,TEPIC,2023-02-28,49,49,0,1
SI,TEPIC,2023-03-01,57,48,9,0.84211
SI,TEPIC,2023-03-02,52,52,0,1
SI,TEPIC,2023-03-03,37,37,0,1
SI,TEPIC,2023-03-04,38,35,3,0.92105
SI,TEPIC,2023-03-05,25,25,0,1
SI,TEPIC,2023-03-06,29,28,1,0.96552
SI,TEPIC,2023-03-07,36,35,1,0.97222
SI,TEPIC,2023-03-08,41,41,0,1
SI,TEPIC,2023-03-09,45,45,0,1
SI,TEPIC,2023-03-10,42,39,3,0.92857
SI,TEPIC,2023-03-11,61,60,1,0.98361
SI,TEPIC,2023-03-12,38,38,0,1
SI,TEPIC,2023-03-13,45,39,6,0.86667
SI,TEPIC,2023-03-14,41,39,2,0.95122
SI,TEPIC,2023-03-15,46,46,0,1
SI,TEPIC,2023-03-16,47,47,0,1
SI,TEPIC,2023-03-17,36,36,0,1
SI,TEPIC,2023-03-18,51,50,1,0.98039
SI,TEPIC,2023-03-19,33,33,0,1
SI,TEPIC,2023-03-20,52,52,0,1
SI,TEPIC,2023-03-21,37,37,0,1
SI,TEPIC,2023-03-22,57,56,1,0.98246
SI,TEPIC,2023-03-23,49,49,0,1
SI,TEPIC,2023-03-24,47,47,0,1
SI,TEPIC,2023-03-25,49,49,0,1
SI,TEPIC,2023-03-26,38,38,0,1
SI,TEPIC,2023-03-27,43,43,0,1
SI,TEPIC,2023-03-28,50,50,0,1
SI,TEPIC,2023-03-29,61,61,0,1
SI,TEPIC,2023-03-30,41,41,0,1
SI,TEPIC,2023-03-31,42,42,0,1
SI,TEPIC,2023-04-01,42,40,2,0.95238
SI,TEPIC,2023-04-02,24,24,0,1
SI,TEPIC,2023-04-03,46,45,1,0.97826
SI,TEPIC,2023-04-04,48,48,0,1
SI,TEPIC,2023-04-05,45,45,0,1
SI,TEPIC,2023-04-06,39,39,0,1
SI,TEPIC,2023-04-07,37,37,0,1
SI,TEPIC,2023-04-08,19,19,0,1
SI,TEPIC,2023-04-09,12,12,0,1
SI,TEPIC,2023-04-10,44,44,0,1
SI,TEPIC,2023-04-11,48,48,0,1
SI,TEPIC,2023-04-12,44,44,0,1
SI,TEPIC,2023-04-13,44,44,0,1
SI,TEPIC,2023-04-14,45,45,0,1
SI,TEPIC,2023-04-15,44,44,0,1
SI,TEPIC,2023-04-16,27,27,0,1
SI,TEPIC,2023-04-17,45,45,0,1
SI,TEPIC,2023-04-18,46,46,0,1
SI,TEPIC,2023-04-19,44,44,0,1
SI,TEPIC,2023-04-20,39,39,0,1
SI,TEPIC,2023-04-21,45,45,0,1
SI,TEPIC,2023-04-22,45,45,0,1
SI,TEPIC,2023-04-23,40,40,0,1
SI,TEPIC,2023-04-24,40,39,1,0.975
SI,TEPIC,2023-04-25,45,45,0,1
SI,TEPIC,2023-04-26,54,52,2,0.96296
SI,TEPIC,2023-04-27,48,41,7,0.85417
SI,TEPIC,2023-04-28,55,54,1,0.98182
SI,TEPIC,2023-04-29,40,34,6,0.85
SI,TEPIC,2023-04-30,25,23,2,0.92
SI,TEPIC,2023-05-01,37,37,0,1
SI,TEPIC,2023-05-02,39,36,3,0.92308
SI,TEPIC,2023-05-03,51,50,1,0.98039
SI,TEPIC,2023-05-04,52,50,2,0.96154
SI,TEPIC,2023-05-05,45,45,0,1
SI,TEPIC,2023-05-06,38,38,0,1
SI,TEPIC,2023-05-07,28,28,0,1
SI,TEPIC,2023-05-08,45,45,0,1
SI,TEPIC,2023-05-09,49,48,1,0.97959
SI,TEPIC,2023-05-10,45,45,0,1
SI,TEPIC,2023-05-11,42,38,4,0.90476
SI,TEPIC,2023-05-12,46,44,2,0.95652
SI,TEPIC,2023-05-13,41,41,0,1
SI,TEPIC,2023-05-14,29,29,0,1
SI,TEPIC,2023-05-15,43,39,4,0.90698
SI,TEPIC,2023-05-16,50,48,2,0.96
SI,TIJUANA,2023-01-01,71,32,39,0.4507
SI,TIJUANA,2023-01-02,663,481,182,0.72549
SI,TIJUANA,2023-01-03,666,468,198,0.7027
SI,TIJUANA,2023-01-04,714,463,251,0.64846
SI,TIJUANA,2023-01-05,709,432,277,0.60931
SI,TIJUANA,2023-01-06,720,471,249,0.65417
SI,TIJUANA,2023-01-07,688,446,242,0.64826
SI,TIJUANA,2023-01-08,654,416,238,0.63609
SI,TIJUANA,2023-01-09,668,405,263,0.60629
SI,TIJUANA,2023-01-10,777,420,357,0.54054
SI,TIJUANA,2023-01-11,748,404,344,0.54011
SI,TIJUANA,2023-01-12,789,448,341,0.56781
SI,TIJUANA,2023-01-13,746,393,353,0.52681
SI,TIJUANA,2023-01-14,595,342,253,0.57479
SI,TIJUANA,2023-01-15,598,356,242,0.59532
SI,TIJUANA,2023-01-16,660,421,239,0.63788
SI,TIJUANA,2023-01-17,715,461,254,0.64476
SI,TIJUANA,2023-01-18,618,378,240,0.61165
SI,TIJUANA,2023-01-19,721,406,315,0.56311
SI,TIJUANA,2023-01-20,721,491,230,0.681
SI,TIJUANA,2023-01-21,757,445,312,0.58785
SI,TIJUANA,2023-01-22,644,423,221,0.65683
SI,TIJUANA,2023-01-23,799,444,355,0.55569
SI,TIJUANA,2023-01-24,768,424,344,0.55208
SI,TIJUANA,2023-01-25,769,437,332,0.56827
SI,TIJUANA,2023-01-26,776,449,327,0.57861
SI,TIJUANA,2023-01-27,713,440,273,0.61711
SI,TIJUANA,2023-01-28,755,455,300,0.60265
SI,TIJUANA,2023-01-29,582,354,228,0.60825
SI,TIJUANA,2023-01-30,657,415,242,0.63166
SI,TIJUANA,2023-01-31,661,439,222,0.66415
SI,TIJUANA,2023-02-01,668,440,228,0.65868
SI,TIJUANA,2023-02-02,665,421,244,0.63308
SI,TIJUANA,2023-02-03,632,415,217,0.65665
SI,TIJUANA,2023-02-04,667,373,294,0.55922
SI,TIJUANA,2023-02-05,535,306,229,0.57196
SI,TIJUANA,2023-02-06,593,352,241,0.59359
SI,TIJUANA,2023-02-07,676,428,248,0.63314
SI,TIJUANA,2023-02-08,676,338,338,0.5
SI,TIJUANA,2023-02-09,682,332,350,0.4868
SI,TIJUANA,2023-02-10,658,318,340,0.48328
SI,TIJUANA,2023-02-11,639,330,309,0.51643
SI,TIJUANA,2023-02-12,579,311,268,0.53713
SI,TIJUANA,2023-02-13,772,408,364,0.5285
SI,TIJUANA,2023-02-14,722,378,344,0.52355
SI,TIJUANA,2023-02-15,743,409,334,0.55047
SI,TIJUANA,2023-02-16,724,423,301,0.58425
SI,TIJUANA,2023-02-17,747,414,333,0.55422
SI,TIJUANA,2023-02-18,687,399,288,0.58079
SI,TIJUANA,2023-02-19,566,332,234,0.58657
SI,TIJUANA,2023-02-20,763,471,292,0.6173
SI,TIJUANA,2023-02-21,678,396,282,0.58407
SI,TIJUANA,2023-02-22,707,392,315,0.55446
SI,TIJUANA,2023-02-23,728,400,328,0.54945
SI,TIJUANA,2023-02-24,734,408,326,0.55586
SI,TIJUANA,2023-02-25,657,372,285,0.56621
SI,TIJUANA,2023-02-26,606,351,255,0.57921
SI,TIJUANA,2023-02-27,695,358,337,0.51511
SI,TIJUANA,2023-02-28,581,267,314,0.45955
SI,TIJUANA,2023-03-01,572,339,233,0.59266
SI,TIJUANA,2023-03-02,727,326,401,0.44842
SI,TIJUANA,2023-03-03,633,298,335,0.47077
SI,TIJUANA,2023-03-04,648,288,360,0.44444
SI,TIJUANA,2023-03-05,612,284,328,0.46405
SI,TIJUANA,2023-03-06,772,308,464,0.39896
SI,TIJUANA,2023-03-07,838,373,465,0.44511
SI,TIJUANA,2023-03-08,774,415,359,0.53618
SI,TIJUANA,2023-03-09,765,372,393,0.48627
SI,TIJUANA,2023-03-10,692,280,412,0.40462
SI,TIJUANA,2023-03-11,684,329,355,0.48099
SI,TIJUANA,2023-03-12,585,292,293,0.49915
SI,TIJUANA,2023-03-13,802,417,385,0.51995
SI,TIJUANA,2023-03-14,816,484,332,0.59314
SI,TIJUANA,2023-03-15,747,439,308,0.58768
SI,TIJUANA,2023-03-16,739,479,260,0.64817
SI,TIJUANA,2023-03-17,721,557,164,0.77254
SI,TIJUANA,2023-03-18,719,586,133,0.81502
SI,TIJUANA,2023-03-19,597,509,88,0.8526
SI,TIJUANA,2023-03-20,501,405,96,0.80838
SI,TIJUANA,2023-03-21,663,558,105,0.84163
SI,TIJUANA,2023-03-22,709,597,112,0.84203
SI,TIJUANA,2023-03-23,668,604,64,0.90419
SI,TIJUANA,2023-03-24,665,599,66,0.90075
SI,TIJUANA,2023-03-25,671,566,105,0.84352
SI,TIJUANA,2023-03-26,590,530,60,0.89831
SI,TIJUANA,2023-03-27,707,605,102,0.85573
SI,TIJUANA,2023-03-28,702,612,90,0.87179
SI,TIJUANA,2023-03-29,706,611,95,0.86544
SI,TIJUANA,2023-03-30,702,621,81,0.88462
SI,TIJUANA,2023-03-31,579,495,84,0.85492
SI,TIJUANA,2023-04-01,630,571,59,0.90635
SI,TIJUANA,2023-04-02,602,539,63,0.89535
SI,TIJUANA,2023-04-03,664,571,93,0.85994
SI,TIJUANA,2023-04-04,743,621,122,0.8358
SI,TIJUANA,2023-04-05,750,641,109,0.85467
SI,TIJUANA,2023-04-06,733,643,90,0.87722
SI,TIJUANA,2023-04-07,723,634,89,0.8769
SI,TIJUANA,2023-04-08,655,593,62,0.90534
SI,TIJUANA,2023-04-09,577,495,82,0.85789
SI,TIJUANA,2023-04-10,689,609,80,0.88389
SI,TIJUANA,2023-04-11,715,623,92,0.87133
SI,TIJUANA,2023-04-12,731,645,86,0.88235
SI,TIJUANA,2023-04-13,671,592,79,0.88227
SI,TIJUANA,2023-04-14,635,555,80,0.87402
SI,TIJUANA,2023-04-15,575,518,57,0.90087
SI,TIJUANA,2023-04-16,590,536,54,0.90847
SI,TIJUANA,2023-04-17,582,504,78,0.86598
SI,TIJUANA,2023-04-18,675,577,98,0.85481
SI,TIJUANA,2023-04-19,703,626,77,0.89047
SI,TIJUANA,2023-04-20,640,522,118,0.81563
SI,TIJUANA,2023-04-21,630,524,106,0.83175
SI,TIJUANA,2023-04-22,598,522,76,0.87291
SI,TIJUANA,2023-04-23,572,511,61,0.89336
SI,TIJUANA,2023-04-24,627,545,82,0.86922
SI,TIJUANA,2023-04-25,644,556,88,0.86335
SI,TIJUANA,2023-04-26,657,572,85,0.87062
SI,TIJUANA,2023-04-27,672,572,100,0.85119
SI,TIJUANA,2023-04-28,653,567,86,0.8683
SI,TIJUANA,2023-04-29,549,490,59,0.89253
SI,TIJUANA,2023-04-30,530,477,53,0.9
SI,TIJUANA,2023-05-01,340,292,48,0.85882
SI,TIJUANA,2023-05-02,674,580,94,0.86053
SI,TIJUANA,2023-05-03,610,520,90,0.85246
SI,TIJUANA,2023-05-04,673,576,97,0.85587
SI,TIJUANA,2023-05-05,672,586,86,0.87202
SI,TIJUANA,2023-05-06,687,595,92,0.86608
SI,TIJUANA,2023-05-07,630,563,67,0.89365
SI,TIJUANA,2023-05-08,777,692,85,0.8906
SI,TIJUANA,2023-05-09,740,634,106,0.85676
SI,TIJUANA,2023-05-10,731,627,104,0.85773
SI,TIJUANA,2023-05-11,765,659,106,0.86144
SI,TIJUANA,2023-05-12,716,619,97,0.86453
